;id;created_at;username;verified;location;following;followers;total_tweets;favorite_count;retweet_count;hashtags;mentions;text;sentiment_roberta;score_roberta;sentiment_bert;score_bert
11;1518016857248190464;2022-04-23 23:59:56+00:00;willyboy193;False;;2048;2188;12092;0;4;[];[{'screen_name': 'crexthemage', 'name': '🧙\u200d♂️crexthemage🧀', 'id': 1313373943043182594, 'id_str': '1313373943043182594', 'indices': [3, 15]}, {'screen_name': 'CBB_CNFT', 'name': 'CRYPTO BALLER BOTS', 'id': 1444841574106636292, 'id_str': '1444841574106636292', 'indices': [17, 26]}, {'screen_name': 'dogmatapsych71', 'name': 'Dogmatapsych🔄', 'id': 275374024, 'id_str': '275374024', 'indices': [27, 42]}, {'screen_name': 'DGreezyOK', 'name': '$dgreezyok', 'id': 1375457515480178692, 'id_str': '1375457515480178692', 'indices': [43, 53]}, {'screen_name': 'SpreadtheChedda', 'name': 'Heavy Chedda', 'id': 1490767102709571592, 'id_str': '1490767102709571592', 'indices': [54, 70]}, {'screen_name': 'Cardano_Robin', 'name': '$Cardano Robin', 'id': 699688180736466944, 'id_str': '699688180736466944', 'indices': [71, 85]}, {'screen_name': 'MooJabba', 'name': 'SNOW CHEDDA', 'id': 1447799359437946881, 'id_str': '1447799359437946881', 'indices': [86, 95]}, {'screen_name': 'NicoOnselen', 'name': 'Chedda Whale 🧀🐳', 'id': 1229463032197070848, 'id_str': '1229463032197070848', 'indices': [96, 108]}, {'screen_name': 'Crypto_Projects', 'name': 'Crypto BALLER Projects', 'id': 729730869733294081, 'id_str': '729730869733294081', 'indices': [109, 125]}];@CBB_CNFT @dogmatapsych71 @DGreezyOK @SpreadtheChedda @Cardano_Robin @MooJabba @NicoOnselen @Crypto_Projects Anyone… https://t.co/UqGPDJ84Zp;Neutral;0.8809425234794617;Neutral;0.8254803419113159
12;1518016854069059584;2022-04-23 23:59:56+00:00;CoinMyFace;False;;117;9;98;0;4648;[{'text': 'Giveaway', 'indices': [106, 115]}, {'text': 'BTC', 'indices': [116, 120]}, {'text': 'Crypto', 'indices': [121, 128]}];[{'screen_name': 'ROSHTEINS', 'name': 'Roshtein', 'id': 4921627259, 'id_str': '4921627259', 'indices': [3, 13]}];"Saturday 5K Giveaway ✊🏼

Follow, retweet + tag a friend 🤷🏻‍♂️

Make sure u can accept DMs

#Giveaway #BTC #Crypto 

GOOD LUCK!";Positive;0.682563304901123;Positive;0.9429160952568054
13;1518016853951590400;2022-04-23 23:59:56+00:00;Puli_Niko;False;WORLDWIDE;928;346;3965;0;34;[{'text': 'PULI', 'indices': [107, 112]}];[{'screen_name': 'Oakone1_Samurai', 'name': 'Oakone1 💎 RBXS Elite💎', 'id': 1482981899857502209, 'id_str': '1482981899857502209', 'indices': [3, 19]}, {'screen_name': 'Puli_Token', 'name': 'PULI', 'id': 1472730815310217218, 'id_str': '1472730815310217218', 'indices': [35, 46]}];"Wondering why @Puli_Token has its $PULI stable and steadily climbing?
This is because #PULI has a Total of 100milli… https://t.co/apbJq9ev5X";Neutral;0.5810959339141846;Positive;0.7382931709289551
14;1518016852156420097;2022-04-23 23:59:55+00:00;Robertaofficia_;False;;24;359;1284;0;125;[{'text': 'Bitcoin', 'indices': [25, 33]}, {'text': 'crypto', 'indices': [38, 45]}];[{'screen_name': 'TheMoonCarl', 'name': 'The Moon', 'id': 978732571738755072, 'id_str': '978732571738755072', 'indices': [3, 15]}];How has #Bitcoin and #crypto changed your life?;Neutral;0.49936458468437195;Neutral;0.9003692269325256
15;1518016851422416897;2022-04-23 23:59:55+00:00;Ubaid81645601;False;;208;17;5212;0;7817;[];[{'screen_name': 'Bandit_giveaway', 'name': 'Bandit Giveaways', 'id': 158236259, 'id_str': '158236259', 'indices': [3, 19]}, {'screen_name': 'crypto_pulse', 'name': 'CRYPTOPULSE💥📻', 'id': 923890683143999489, 'id_str': '923890683143999489', 'indices': [64, 77]}];"$125 || 1 Winner || 24hrs

Rt &amp; follow @crypto_pulse";Neutral;0.6791503429412842;Neutral;0.562300443649292
16;1518016851321708545;2022-04-23 23:59:55+00:00;LivePriceCrypto;False;;16;627;47644;0;0;[{'text': 'Bitcoin', 'indices': [0, 8]}, {'text': 'BTC', 'indices': [27, 31]}];[];"#Bitcoin Last Price $39429 #BTC 🚀
Daily Indicators:
RSI: 39.5
MA(20): 41518
MA(50): 41987
MA(200): 47907
Bollinger… https://t.co/teTAV6t8HK";Neutral;0.8186393976211548;Neutral;0.9750022292137146
17;1518016851061751808;2022-04-23 23:59:55+00:00;Savage_Shinja;False;;830;487;16051;0;38;[{'text': 'crypto', 'indices': [34, 41]}];[{'screen_name': 'BitKanOfficial', 'name': 'BitKan', 'id': 2219922895, 'id_str': '2219922895', 'indices': [3, 18]}];"☀️ Gm!

Which #crypto coin are you looking at today? 👀";Positive;0.6534579992294312;Neutral;0.9460228681564331
18;1518016851057549312;2022-04-23 23:59:55+00:00;Crypto_jasson;False;;173;33;233;0;10710;[];[{'screen_name': 'cubexnft', 'name': 'CubeX', 'id': 1497758039163691015, 'id_str': '1497758039163691015', 'indices': [3, 12]}];"⚾️New Sneak Peak⚾️

May hand out a WL or two, RT to enter! https://t.co/S9xS76whwr";Neutral;0.7023531794548035;Neutral;0.7987959384918213
19;1518016850965278720;2022-04-23 23:59:55+00:00;NewCryptocurre1;False;USA;125;203;39924;0;0;[];[];"The United States Call on the EPA to Determine the Environmental Legality of Mining Crypto
https://t.co/jKHrmNSLG1";Neutral;0.9278287291526794;Neutral;0.9563155770301819
20;1518016848918458369;2022-04-23 23:59:54+00:00;Ref_Wayne_the_R;False;South Africa;30;2;7;1;1;[{'text': 'money', 'indices': [34, 40]}, {'text': 'benjamins', 'indices': [41, 51]}, {'text': 'investing', 'indices': [52, 62]}, {'text': 'wallstreet', 'indices': [63, 74]}, {'text': 'stocks', 'indices': [75, 82]}, {'text': 'business', 'indices': [83, 92]}, {'text': 'rich', 'indices': [93, 98]}, {'text': 'million', 'indices': [99, 107]}];[];"Thanks for the love ❤️ India 🇮🇳 

#money #benjamins #investing #wallstreet #stocks #business #rich #million… https://t.co/OQa7qsmRPo";Positive;0.9323732852935791;Positive;0.9757341742515564
21;1518016845529460737;2022-04-23 23:59:54+00:00;PixelatedKitty1;False;London;400;167;295;0;16;[];[{'screen_name': 'DPdaddy24', 'name': 'Dante (Starbucksboy24)', 'id': 1507872532258566146, 'id_str': '1507872532258566146', 'indices': [3, 13]}];Hey I’m trying to get my name out there as a NFT/Crypto investor. I’m an 18 year old that is into learning about ne… https://t.co/PePUKKxes1;Neutral;0.5823352336883545;Neutral;0.7668654918670654
22;1518016844791267328;2022-04-23 23:59:53+00:00;GtBuzzyBee;False;;588;625;1027;0;2;[{'text': 'BuzzWar', 'indices': [41, 49]}];[{'screen_name': 'valgalcrypto', 'name': 'ValGalCrypto (🐝,🐝) 9834', 'id': 1355985172450189353, 'id_str': '1355985172450189353', 'indices': [3, 16]}, {'screen_name': 'Aud8168', 'name': 'HATZAK Santisi (🐝,🐝) 4202', 'id': 269670753, 'id_str': '269670753', 'indices': [53, 61]}, {'screen_name': 'Crypto_Swarm', 'name': 'Social BEES (🐝,🐝)', 'id': 1341632223267602432, 'id_str': '1341632223267602432', 'indices': [62, 75]}, {'screen_name': 'NftPepi', 'name': 'RayofLight (🐝, 🐝) 2060', 'id': 1426403636486234114, 'id_str': '1426403636486234114', 'indices': [76, 84]}, {'screen_name': 'Web3EthNfts', 'name': 'Ty239 (🐝,🐝)', 'id': 1101723347249963008, 'id_str': '1101723347249963008', 'indices': [85, 97]}];"1, 2 ,3 ,4 I declare a #BuzzWar !!
@Aud8168 @Crypto_Swarm @NftPepi @Web3EthNfts https://t.co/JRRHPQDZme";Neutral;0.6958124041557312;Neutral;0.5181613564491272
23;1518016843558322176;2022-04-23 23:59:53+00:00;ledxrp;False;Thainston, Scotland;813;791;47946;0;14;[];[{'screen_name': 'Belisarius2020', 'name': 'bill', 'id': 1099693976, 'id_str': '1099693976', 'indices': [3, 18]}];On the other hand time and delay is not a great weapon for a plaintiff. It points to a lack of confidence by the SE… https://t.co/k5Rnc8n5hK;Negative;0.827414333820343;Negative;0.517125129699707
24;1518016842438041600;2022-04-23 23:59:53+00:00;Manny_v5;False;Las Vegas, NV;5004;1243;5586;13;2;[];[{'screen_name': '_Lady_Crypto_', 'name': '𝐋𝖆𝖉𝖞 🐦 𝐂𝖗𝖞𝖕𝖙𝖔', 'id': 1389585274573709313, 'id_str': '1389585274573709313', 'indices': [0, 14]}];@_Lady_Crypto_ Trying to connect for the last 15 mins.... never have I wanted to burn so bad...😅;Negative;0.5875508189201355;Negative;0.9419720768928528
25;1518016841364430850;2022-04-23 23:59:53+00:00;bilalmustafa203;False;;659;74;1483;0;8;[];[{'screen_name': 'AlphaSeeker21', 'name': 'Alpha Seeker 🌘 🔺⋈ 🔴', 'id': 985407854822617088, 'id_str': '985407854822617088', 'indices': [3, 17]}];"Be on the lookout for more crypto giveaways from me. 

If you didn't know already, I like to reward active and enga… https://t.co/SOJSr7JLKL";Positive;0.8931198716163635;Positive;0.9247841835021973
26;1518016840035074048;2022-04-23 23:59:52+00:00;sunyngiwincytix;False;;1063;37;5915;0;7817;[];[{'screen_name': 'Bandit_giveaway', 'name': 'Bandit Giveaways', 'id': 158236259, 'id_str': '158236259', 'indices': [3, 19]}, {'screen_name': 'crypto_pulse', 'name': 'CRYPTOPULSE💥📻', 'id': 923890683143999489, 'id_str': '923890683143999489', 'indices': [64, 77]}];"$125 || 1 Winner || 24hrs

Rt &amp; follow @crypto_pulse";Neutral;0.6791503429412842;Neutral;0.562300443649292
27;1518016835991785472;2022-04-23 23:59:51+00:00;Meta_Mandela;False;Atlanta, GA;328;68;219;0;0;[];[];I really want to know this shit, cause this is a part of crypto that confuses the hell out of me, what… https://t.co/AM66t7Svbn;Negative;0.9278866052627563;Negative;0.96162348985672
28;1518016832149803008;2022-04-23 23:59:50+00:00;deth_winnawin15;False;asia +63;1788;66;4463;0;0;[];[{'screen_name': 'crypto_bearr', 'name': 'Crypto🚀Rocket', 'id': 7173232, 'id_str': '7173232', 'indices': [0, 13]}];@crypto_bearr done 🙏🏿 https://t.co/cYmK3cLCBv;Positive;0.7276253700256348;Neutral;0.9417455792427063
29;1518016831587762176;2022-04-23 23:59:50+00:00;LUPIN197133;False;;85;45;654;0;31;[];[{'screen_name': 'joinembr', 'name': 'Embr', 'id': 1434885829869154315, 'id_str': '1434885829869154315', 'indices': [3, 12]}, {'screen_name': 'miidasnft', 'name': 'miidasnft', 'id': 1460644004094038019, 'id_str': '1460644004094038019', 'indices': [29, 39]}];Our friends at @miidasnft are the world's first non-fungible token (NFT) marketplace for both digital and physical… https://t.co/vZs4AmBMLt;Positive;0.7777743935585022;Positive;0.5658833980560303
30;1518016830593396737;2022-04-23 23:59:50+00:00;prkachu;False;Indonesia;3106;73;14294;0;7817;[];[{'screen_name': 'Bandit_giveaway', 'name': 'Bandit Giveaways', 'id': 158236259, 'id_str': '158236259', 'indices': [3, 19]}, {'screen_name': 'crypto_pulse', 'name': 'CRYPTOPULSE💥📻', 'id': 923890683143999489, 'id_str': '923890683143999489', 'indices': [64, 77]}];"$125 || 1 Winner || 24hrs

Rt &amp; follow @crypto_pulse";Neutral;0.6791503429412842;Neutral;0.562300443649292
31;1518016830442700801;2022-04-23 23:59:50+00:00;abrilwinx;False;;463;2;770;0;10443;[];[{'screen_name': 'DaJenus', 'name': 'Jenus - Crypto Master', 'id': 225731980, 'id_str': '225731980', 'indices': [3, 11]}, {'screen_name': 'finds_crypto', 'name': '💎 Crypto Finds', 'id': 1422837173456343042, 'id_str': '1422837173456343042', 'indices': [46, 59]}];"$75 ~ 5 Hours 

✅RT &amp; Follow @finds_crypto";Neutral;0.7689420580863953;Neutral;0.9458169937133789
32;1518016830081753090;2022-04-23 23:59:50+00:00;AaryaAdor;False;;143;68;652;0;15;[];[{'screen_name': 'NoCryptoBS', 'name': 'CryptoMan', 'id': 1442822240576458752, 'id_str': '1442822240576458752', 'indices': [3, 14]}];It's rare in crypto space , to  see a Dev team wch under promise and over delivered ! Transparent and respectful to… https://t.co/hVKdR9jdCF;Positive;0.8094677329063416;Neutral;0.6140060424804688
33;1518016829704138752;2022-04-23 23:59:50+00:00;Richard65731804;False;;2;0;27;0;0;[{'text': 'METAKAT', 'indices': [51, 59]}, {'text': 'METAKATArmy', 'indices': [60, 72]}, {'text': 'DAO', 'indices': [74, 78]}, {'text': 'GameFi', 'indices': [79, 86]}, {'text': 'NFTCommunity', 'indices': [87, 100]}, {'text': 'NFTGame', 'indices': [101, 109]}, {'text': 'BSC', 'indices': [110, 114]}];[{'screen_name': 'GOKUSuperSaiyon', 'name': 'GOKU', 'id': 1517486597884628993, 'id_str': '1517486597884628993', 'indices': [0, 16]}, {'screen_name': 'MetaKatFinance', 'name': 'METAKAT', 'id': 1483792055508017153, 'id_str': '1483792055508017153', 'indices': [17, 32]}];"@GOKUSuperSaiyon @MetaKatFinance Heart Heart Heart #METAKAT
#METAKATArmy  #DAO #GameFi #NFTCommunity #NFTGame #BSC… https://t.co/HMG3kz2mb9";Neutral;0.5468260049819946;Neutral;0.9610164761543274
34;1518016829238751238;2022-04-23 23:59:50+00:00;Tabishjan17;False;;319;3;1068;0;588;[];[{'screen_name': 'paubok22', 'name': 'Paula', 'id': 1358069584629276674, 'id_str': '1358069584629276674', 'indices': [3, 12]}, {'screen_name': 'DFSMAFIA99', 'name': 'DFS-MAFIA TOKEN', 'id': 1460640208911802374, 'id_str': '1460640208911802374', 'indices': [22, 33]}];"NEXTGEM @DFSMAFIA99
We bring crypto innovation to fantasy sports!

Website: https://t.co/RRpKVCetGj
TG:… https://t.co/CgEON1Kz9d";Positive;0.7312018275260925;Positive;0.8683680295944214
35;1518016827934216192;2022-04-23 23:59:49+00:00;raftofwater;False;California res./Arizona dom.;3549;1498;151843;0;1;[{'text': 'investment', 'indices': [91, 102]}];[{'screen_name': 'WikiTrump', 'name': 'Mitch', 'id': 713419689473474560, 'id_str': '713419689473474560', 'indices': [3, 13]}];"$BTC Kevin O’Leary calls crypto software instead of tokens 

Should it be 💲 #investment";Neutral;0.7035859823226929;Neutral;0.973112940788269
36;1518016827187953664;2022-04-23 23:59:49+00:00;Hamidah98_;False;;4939;329;39882;0;7817;[];[{'screen_name': 'Bandit_giveaway', 'name': 'Bandit Giveaways', 'id': 158236259, 'id_str': '158236259', 'indices': [3, 19]}, {'screen_name': 'crypto_pulse', 'name': 'CRYPTOPULSE💥📻', 'id': 923890683143999489, 'id_str': '923890683143999489', 'indices': [64, 77]}];"$125 || 1 Winner || 24hrs

Rt &amp; follow @crypto_pulse";Neutral;0.6791503429412842;Neutral;0.562300443649292
37;1518016826818584579;2022-04-23 23:59:49+00:00;WinstonBrown162;False;;385;46;4930;1;0;[];[{'screen_name': 'NuNation4', 'name': '⚡️🚨 REAL SHARK 🦈 10x', 'id': 1357459776788119552, 'id_str': '1357459776788119552', 'indices': [0, 10]}];@NuNation4 You need to get yourself a bag of Kiba Inu. The team have put a burn function in the contract making Kib… https://t.co/4gbH09timj;Neutral;0.6370767951011658;Neutral;0.9640324115753174
38;1518016824171925504;2022-04-23 23:59:48+00:00;TonyPaz;False;Miami , Florida ;757;1570;4273;0;0;[];[];🔷 POR FIN... ‼️ ✅ TRADING REAL ✅  NO ROBOTICO ✅ LIBERIUM CRYPTO https://t.co/Tp2gAZlXxD;Neutral;0.8273714184761047;Neutral;0.9740937352180481
39;1518016823500976131;2022-04-23 23:59:48+00:00;evm_shop;False;EVM;1217;743;3924;1;0;[];[];I need to learn more about radio/offline crypto transactions...seems very interesting...;Positive;0.9407862424850464;Positive;0.9502761363983154
40;1518016821793673216;2022-04-23 23:59:48+00:00;CleanDegen;False;United States;2250;2206;1846;4;0;[];[{'screen_name': 'GACCSalesBot', 'name': 'GrandpaApeCCSales', 'id': 1499402494492872708, 'id_str': '1499402494492872708', 'indices': [0, 13]}, {'screen_name': 'MeccasoulTC', 'name': 'TC', 'id': 49546551, 'id_str': '49546551', 'indices': [14, 26]}, {'screen_name': 'MpRuss1996', 'name': 'MpRuss', 'id': 1497673271931723787, 'id_str': '1497673271931723787', 'indices': [27, 38]}, {'screen_name': 'BackRaff', 'name': 'Raff is Back 🎯', 'id': 1481798436294995968, 'id_str': '1481798436294995968', 'indices': [39, 48]}, {'screen_name': 'morens_crypto', 'name': 'Reno Mo', 'id': 1496996629349429270, 'id_str': '1496996629349429270', 'indices': [49, 63]}, {'screen_name': 'dama7944', 'name': 'dama7944 🐧', 'id': 1365591793127972872, 'id_str': '1365591793127972872', 'indices': [64, 73]}, {'screen_name': 'Jmuncino1', 'name': 'JMuncino', 'id': 1456020990677368835, 'id_str': '1456020990677368835', 'indices': [74, 84]}, {'screen_name': 'Benjamenmart', 'name': 'StonedDegen / BenMart', 'id': 1463740746192719879, 'id_str': '1463740746192719879', 'indices': [85, 98]}, {'screen_name': 'bS5poYS4eUNuwGL', 'name': 'Cana-NFTTTTTTTTTT→→→', 'id': 1393771569680326657, 'id_str': '1393771569680326657', 'indices': [99, 115]}];@GACCSalesBot @MeccasoulTC @MpRuss1996 @BackRaff @morens_crypto @dama7944 @Jmuncino1 @Benjamenmart @bS5poYS4eUNuwGL… https://t.co/0fOh2EAxNF;Neutral;0.8543962836265564;Neutral;0.9484729766845703
41;1518016821282373632;2022-04-23 23:59:48+00:00;MikeyPearce6;False;Perth, Western Australia;280;56;382;0;131;[{'text': 'Terareum', 'indices': [34, 43]}];[{'screen_name': 'terareum', 'name': 'Terareum', 'id': 1473888511656873985, 'id_str': '1473888511656873985', 'indices': [3, 12]}];"Technology update:

#Terareum will start the development of Crypto Payment Gateway system “TERAPAY”. That will offe… https://t.co/fggm7uHzDI";Neutral;0.656857967376709;Neutral;0.8084099888801575
42;1518016818710941697;2022-04-23 23:59:47+00:00;DefiDaddy88;False;Australia;653;81;332;0;11;[{'text': 'DEFiDO', 'indices': [88, 95]}, {'text': 'comebackDOG', 'indices': [96, 108]}, {'text': '1000x', 'indices': [109, 115]}];[{'screen_name': 'J_crypto12', 'name': 'J-Crypto', 'id': 1480315280932978694, 'id_str': '1480315280932978694', 'indices': [3, 14]}, {'screen_name': 'Crypto_Penn', 'name': 'Penn Griffey Jr.', 'id': 1299626130882822145, 'id_str': '1299626130882822145', 'indices': [16, 28]}, {'screen_name': 'defidotoken', 'name': 'DEFiDO NFT Soon', 'id': 1424693773636751362, 'id_str': '1424693773636751362', 'indices': [43, 55]}];@Crypto_Penn The answer is @defidotoken. V3 and NFT launch very soon 🚀🐶 #DEFiDO #comebackDOG #1000x https://t.co/Q45lxNW4Hi;Positive;0.8527860045433044;Neutral;0.6404159665107727
43;1518016817989447681;2022-04-23 23:59:47+00:00;snowly309;False;;2500;114;11512;0;811;[{'text': 'Metaverse', 'indices': [41, 51]}, {'text': 'Hedera', 'indices': [74, 81]}];[{'screen_name': 'IlysianOrigins', 'name': 'Ilysian Origins NFT', 'id': 1466861471128772611, 'id_str': '1466861471128772611', 'indices': [3, 18]}];"📑DETAILS MATTER📑
Our #Metaverse  will be built on the #Hedera  Hashgraph to ensure speed, security and scalability.… https://t.co/dTh35piI5g";Neutral;0.625174343585968;Positive;0.6368556618690491
44;1518016816064659456;2022-04-23 23:59:46+00:00;irmayuli_1;False;Jakarta Utara;10572;14803;248272;0;10443;[];[{'screen_name': 'DaJenus', 'name': 'Jenus - Crypto Master', 'id': 225731980, 'id_str': '225731980', 'indices': [3, 11]}, {'screen_name': 'finds_crypto', 'name': '💎 Crypto Finds', 'id': 1422837173456343042, 'id_str': '1422837173456343042', 'indices': [46, 59]}];"$75 ~ 5 Hours 

✅RT &amp; Follow @finds_crypto";Neutral;0.7689420580863953;Neutral;0.9458169937133789
45;1518016814315237376;2022-04-23 23:59:46+00:00;369Win;False;;2453;49;6317;0;10443;[];[{'screen_name': 'DaJenus', 'name': 'Jenus - Crypto Master', 'id': 225731980, 'id_str': '225731980', 'indices': [3, 11]}, {'screen_name': 'finds_crypto', 'name': '💎 Crypto Finds', 'id': 1422837173456343042, 'id_str': '1422837173456343042', 'indices': [46, 59]}];"$75 ~ 5 Hours 

✅RT &amp; Follow @finds_crypto";Neutral;0.7689420580863953;Neutral;0.9458169937133789
46;1518016813946515456;2022-04-23 23:59:46+00:00;serassko;False;England;73;6;159;0;4648;[{'text': 'Giveaway', 'indices': [106, 115]}, {'text': 'BTC', 'indices': [116, 120]}, {'text': 'Crypto', 'indices': [121, 128]}];[{'screen_name': 'ROSHTEINS', 'name': 'Roshtein', 'id': 4921627259, 'id_str': '4921627259', 'indices': [3, 13]}];"Saturday 5K Giveaway ✊🏼

Follow, retweet + tag a friend 🤷🏻‍♂️

Make sure u can accept DMs

#Giveaway #BTC #Crypto 

GOOD LUCK!";Positive;0.682563304901123;Positive;0.9429160952568054
47;1518016813719859200;2022-04-23 23:59:46+00:00;JustinKramarenk;False;;599;180;2302;0;0;[];[];check this game out trust you don't want to look back 10 years  from now with hind-sight like i should have or coul… https://t.co/mI5q52lKl4;Neutral;0.48129981756210327;Neutral;0.917199969291687
48;1518016813480751104;2022-04-23 23:59:46+00:00;BBobpruitt4;False;;101;27;677;0;0;[];[{'screen_name': 'ScandinaviNymph', 'name': 'Reikie 🧚🏼\u200d♂️', 'id': 1390945334285766657, 'id_str': '1390945334285766657', 'indices': [0, 16]}];@ScandinaviNymph If you are in to crypto,you should look in Volt Inu V2 ⚡. Just a suggestion. Watch out for scammer… https://t.co/6SbudM9N2D;Negative;0.5704846978187561;Neutral;0.6836932301521301
49;1518016812113301504;2022-04-23 23:59:46+00:00;Sjnijjaehyun;False;Jaehyun;778;435;10893;0;13029;[];[{'screen_name': 'Shill_Ronin', 'name': 'Shill Ronin', 'id': 1431348193862701058, 'id_str': '1431348193862701058', 'indices': [3, 15]}, {'screen_name': 'Crypto_Capri', 'name': 'Crypto Capri', 'id': 105760246, 'id_str': '105760246', 'indices': [56, 69]}];"$150 | 2.1 JT • 12 hrs • rt

➡️ follow @Crypto_Capri";Neutral;0.8848575353622437;Neutral;0.9782062768936157
