;id;url;created_at;author_id;conversation_id;in_reply_to_user_id;reply_count;like_count;retweet_count;quote_count;context_annotations;raw_text;type;text;sentiment_dict;sentiment_roberta;score_roberta;date
439;1524878868850610178;https://twitter.com/twitter/statuses/1524878868850610178;2022-05-12 22:27:07+00:00;742090253809377280;1524878868850610178;;3;9;0;0;[];Imagine being a tier3 consulting firm looking for DeFi advisatory but only looking at the pleb from french top3 BS who ran each day cause they were only in crypto cause they discovered stepn instead of a real chad;recent;Imagine being a tier3 consulting firm looking for DeFi advisatory but only looking at the pleb from french top3 BS who ran each day cause they were only in crypto cause they discovered stepn instead of a real chad;[{'label': 'Neutral', 'score': 0.5019766092300415}];Neutral;0.5019766092300415;2022-05-12
391;1524861736930754604;https://twitter.com/twitter/statuses/1524861736930754604;2022-05-12 21:19:03+00:00;1524708604212822016;1524861736930754604;;0;41;15;0;[];Our client funds invested in @STEPN BSG Boxes are protected from market volatility as they are hedged via GST futures on FTX exchange ✌️ https://t.co/T0vyNJ2t0b;recent;Our client funds invested in BSG Boxes are protected from market volatility as they are hedged via GST futures on FTX exchange ✌ https://t.co/T0vyNJ2t0b;[{'label': 'Neutral', 'score': 0.6157689690589905}];Neutral;0.6157689690589905;2022-05-12
12;1524761840496041984;https://twitter.com/twitter/statuses/1524761840496041984;2022-05-12 14:42:06+00:00;322055828;1524761840496041984;;13;198;67;6;[];"[Thread]
1/7 Below are the updated #STEPN Mint prices charts (based on the whitepaper update involving dynamic minting prices), feel free to share 😃

@CM_Gilgamesh @Jerry10240 @yawn_rong @Stepnofficial @FrenchBorg @Krit_STEPN @ktrainUSA_STEPN @ClubSTEPNFrance https://t.co/YUAFVd4AsP";recent;[Thread] 1/7 Below are the updated #STEPN Mint prices charts (based on the whitepaper update involving dynamic minting prices) feel free to share 😃 _Gilgamesh _rong _STEPN _STEPN https://t.co/YUAFVd4AsP;[{'label': 'Positive', 'score': 0.5139594674110413}];Positive;0.5139594674110413;2022-05-12
2;1524762118721048581;https://twitter.com/twitter/statuses/1524762118721048581;2022-05-12 14:43:12+00:00;1384037210748379140;1524762118721048581;;2;6;2;0;[];"$FITIF Will surprise everyone ! 
Just wait for app 👀🔥

#FITFI #MoveToEarn
#GMT #Stepn https://t.co/ihLTjUFGNE";recent;$FITIF Will surprise everyone Just wait for app 👀🔥 #FITFI #MoveToEarn #GMT #Stepn https://t.co/ihLTjUFGNE;[{'label': 'Positive', 'score': 0.966398298740387}];Positive;0.966398298740387;2022-05-12
50;1524777339279785989;https://twitter.com/twitter/statuses/1524777339279785989;2022-05-12 15:43:41+00:00;1493641803790270470;1524777339279785989;;9;35;3;0;[];"Doing the raffle today. I at work, hopefully, I will make it home by 00:00 UTC to stream it, if not I will announce winner here by then. 

Times are difficult right now for the crypto community, but stay strong! 

#STEPN #GiveawayNFT https://t.co/OZzmqUOpje";recent;Doing the raffle today I at work hopefully I will make it home by 00:00 UTC to stream it if not I will announce winner here by then Times are difficult right now for the crypto community but stay strong #STEPN #GiveawayNFT https://t.co/OZzmqUOpje;[{'label': 'Positive', 'score': 0.6909911036491394}];Positive;0.6909911036491394;2022-05-12
196;1524806004411613185;https://twitter.com/twitter/statuses/1524806004411613185;2022-05-12 17:37:35+00:00;1471075929741049863;1524806004411613185;;0;26;1;0;[];Big congrats to the winner of the STEPN M2L7 jogger @STRYED0R! And thank you to all participants! https://t.co/UikvMemaSF;recent;Big congrats to the winner of the STEPN M2L7 jogger And thank you to all participants https://t.co/UikvMemaSF;[{'label': 'Positive', 'score': 0.9820084571838379}];Positive;0.9820084571838379;2022-05-12
246;1524819513560137729;https://twitter.com/twitter/statuses/1524819513560137729;2022-05-12 18:31:16+00:00;1506559699721797640;1524819513560137729;;3;38;13;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}];"Follow &amp; RT for more 🥰 $gst $gmt #solana #stepn #Move2Earn @Stepnofficial @yawn_rong https://t.co/HChOYFe0lL";recent;Follow &amp RT for more $gst $gmt #solana #stepn #Move2Earn _rong https://t.co/HChOYFe0lL;[{'label': 'Neutral', 'score': 0.5249568223953247}];Neutral;0.5249568223953247;2022-05-12
232;1524821222755803136;https://twitter.com/twitter/statuses/1524821222755803136;2022-05-12 18:38:03+00:00;1417575795791384581;1524821222755803136;;1;7;6;0;[];#STEPN #Airdrop #Campaign From D5 #Community 1000 $GMT https://t.co/TSyvmDgnzE;recent;#STEPN #Airdrop #Campaign From D5 #Community 1000 $GMT https://t.co/TSyvmDgnzE;[{'label': 'Neutral', 'score': 0.8662872910499573}];Neutral;0.8662872910499573;2022-05-12
187;1524806380087132162;https://twitter.com/twitter/statuses/1524806380087132162;2022-05-12 17:39:05+00:00;1320114702077349894;1524805742808772608;1.32011470207735e+18;2;20;1;0;[{'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1405571471955533827', 'name': 'USD Coin'}}];"$GST drops to $2.25. I converted back my $USDC to $GST today. Hence, the quantity of $GST increased. 

So you can play around with in-app wallet 🙌🏽😇

#NFA #DYOR #MoveToEarn #StepN";recent;$GST drops to $2.25 I converted back my $USDC to $GST today Hence the quantity of $GST increased So you can play around with in-app wallet 🙌🏽😇 #NFA #DYOR #MoveToEarn #StepN;[{'label': 'Positive', 'score': 0.8100880980491638}];Positive;0.8100880980491638;2022-05-12
165;1524807033387720705;https://twitter.com/twitter/statuses/1524807033387720705;2022-05-12 17:41:40+00:00;1506589671064748032;1524791144718155785;2760158505.0;0;6;0;0;[{'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1405571471955533827', 'name': 'USD Coin'}}];"@patty_fi @DeGodsNFT DeGods &amp; DUST put me on a path to being able to mint some projects for 'free' which in turn saw me flip up and also grab two STEPN shoes in which I have been turning to USDC so myself and my girl can get a car next month. 

Thanks @frankdegods and the whole @DeGodsNFT team";recent;_fi DeGods &amp DUST put me on a path to being able to mint some projects for 'free which in turn saw me flip up and also grab two STEPN shoes in which I have been turning to USDC so myself and my girl can get a car next month Thanks and the whole team;[{'label': 'Positive', 'score': 0.8819389343261719}];Positive;0.8819389343261719;2022-05-12
1254;1525139675945525248;https://twitter.com/twitter/statuses/1525139675945525248;2022-05-13 15:43:29+00:00;1282619070370783237;1525139675945525248;;1;14;0;0;[];"Day 5:

Pushed on for 5km and I’m happy 😎

Running in 20 degrees is tough 

#stepn #stepnapp https://t.co/96H4PjImJl";recent;Day 5: Pushed on for 5km and I’m happy 😎 Running in 20 degrees is tough #stepn #stepnapp https://t.co/96H4PjImJl;[{'label': 'Positive', 'score': 0.9566611051559448}];Positive;0.9566611051559448;2022-05-13
1361;1525169625964679168;https://twitter.com/twitter/statuses/1525169625964679168;2022-05-13 17:42:29+00:00;906230721513181184;1525169625964679168;;68;259;41;2;[];"What's all the hype about $STEPN? And does the #move2earn sector have potential? We have you covered 👇

https://t.co/pFhDISlM3A";recent;What's all the hype about $STEPN And does the #move2earn sector have potential We have you covered 👇 https://t.co/pFhDISlM3A;[{'label': 'Positive', 'score': 0.7220796942710876}];Positive;0.7220796942710876;2022-05-13
1188;1525108574279503872;https://twitter.com/twitter/statuses/1525108574279503872;2022-05-13 13:39:53+00:00;1386255958343659521;1525108574279503872;;1;7;4;1;[];"One more stepn code Giveaway 🎉

1. Follow  ✅ ( Required )
2. Retweet 
Comment with 3 friends

Wl announced soon.....
#giveaway #NFTGiveaway #NFTCommmunity #stepnactivationcode #Stepn https://t.co/Lpcb2JGQq5";recent;One more stepn code Giveaway 🎉 1 Follow Required ) 2 Retweet Comment with 3 friends Wl announced soon..... #giveaway #NFTGiveaway #NFTCommmunity #stepnactivationcode #Stepn https://t.co/Lpcb2JGQq5;[{'label': 'Positive', 'score': 0.5798720717430115}];Positive;0.5798720717430115;2022-05-13
1211;1525124410780295172;https://twitter.com/twitter/statuses/1525124410780295172;2022-05-13 14:42:49+00:00;915716225359114240;1525124410780295172;;28;77;32;3;[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Family & relationships', 'description': 'Hobbies and interests'}}, {'domain': {'id': '162', 'name': 'Exercise & fitness', 'description': 'for types of exercises& fitness and moves, e.g., yoga, crunches, squats '}, 'entity': {'id': '872554146750017536', 'name': 'Exercises', 'description': 'Exercises'}}];"#MoveToEarn 🏃 is all the rage now!
But which projects are worth looking into?

1. STEPN #GMT
2. Step App #FITFI
3. Genopets #GENE
4. Dotmoovs #MOOV
5. DOSE #DOSE
6. Calo #CALO
7. Digital Fitness #DEFIT
8. Wirtual #WIRTUAL

Store and swap #GMT and #DEFIT:
https://t.co/Ysot9jIBfS https://t.co/aoONdlMm2l";recent;#MoveToEarn is all the rage now! But which projects are worth looking into? 1 STEPN #GMT 2 Step App #FITFI 3 Genopets #GENE 4 Dotmoovs #MOOV 5 DOSE #DOSE 6 Calo #CALO 7 Digital Fitness #DEFIT 8 Wirtual #WIRTUAL Store and swap #GMT and #DEFIT: https://t.co/Ysot9jIBfS https://t.co/aoONdlMm2l;[{'label': 'Positive', 'score': 0.7485617399215698}];Positive;0.7485617399215698;2022-05-13
1601;1525244761111552000;https://twitter.com/twitter/statuses/1525244761111552000;2022-05-13 22:41:03+00:00;1511942540701810688;1525244761111552000;;0;25;5;0;[];Stepn got a mention on @crypto_banter today at the 42 min mark as a good buy ($GMT) https://t.co/wlChHs7xX9;recent;Stepn got a mention on _banter today at the 42 min mark as a good buy ($GMT https://t.co/wlChHs7xX9;[{'label': 'Positive', 'score': 0.7512360215187073}];Positive;0.7512360215187073;2022-05-13
1597;1525224462588776456;https://twitter.com/twitter/statuses/1525224462588776456;2022-05-13 21:20:23+00:00;857813126326218752;1525223714085867523;9.386066260173701e+17;3;13;0;0;"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '1256236649253449729', 'name': 'Fashion & beauty'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1235998170233991168', 'name': 'Sneakers'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '839543390668673024', 'name': 'Fashion'}}]";@MoonOverlord The coveted rare ultra efficient STEPN sneakers are up there! Decent liquidity for them too actually!;recent;The coveted rare ultra efficient STEPN sneakers are up there Decent liquidity for them too actually!;[{'label': 'Positive', 'score': 0.9628824591636658}];Positive;0.9628824591636658;2022-05-13
1621;1525242168645935107;https://twitter.com/twitter/statuses/1525242168645935107;2022-05-13 22:30:45+00:00;70514003;1525242168645935107;;8;35;1;0;[];85 degrees and still StepN. Pain.;recent;85 degrees and still StepN Pain.;[{'label': 'Negative', 'score': 0.7040099501609802}];Negative;0.7040099501609802;2022-05-13
