;id;url;created_at;username;verified;location;following;followers;total_tweets;favorite_count;retweet_count;hashtags;tweet_type;mentions;raw_text;text;sentiment_dict;sentiment_roberta;score_roberta;date
751;1523867309869129728;https://twitter.com/twitter/statuses/1523867309869129728;2022-05-10 03:27:33+00:00;vx_shark;False;Madagascar;326;59;1113;40;0;[];recent;[{'screen_name': 'RaoulGMI', 'name': 'Raoul Pal', 'id': 2453385626, 'id_str': '2453385626', 'indices': [0, 9]}];@RaoulGMI Never thought i would be deemed a contrarian on placing a bullish bet on Luna but will gladly take it.;Never thought i would be deemed a contrarian on placing a bullish bet on Luna but will gladly take it.;[{'label': 'Neutral', 'score': 0.5088602900505066}];Neutral;0.5088602900505066;2022-05-10
912;1523866694053412864;https://twitter.com/twitter/statuses/1523866694053412864;2022-05-10 03:25:06+00:00;AltcoinPepe;False;;419;33035;13066;79;5;[];recent;[];I've bought some $LUNA here. The RR is there and after a move like that it's worth a punt. Aiming for that level ab… https://t.co/hD8kK2L5I9;I've bought some $LUNA here The RR is there and after a move like that it's worth a punt Aiming for that level ab https://t.co/hD8kK2L5I9;[{'label': 'Positive', 'score': 0.7348607778549194}];Positive;0.7348607778549194;2022-05-10
883;1523866822579261440;https://twitter.com/twitter/statuses/1523866822579261440;2022-05-10 03:25:37+00:00;cryptodude999;False;;86;54077;17388;175;12;[];recent;[];"$LUNA $UST $ANC You've just witnessed the collapse of a ponzi.

(Or an ecosystem that was built on unsustainable gr… https://t.co/J0wsfp2kGf";$LUNA $UST $ANC You've just witnessed the collapse of a ponzi. (Or an ecosystem that was built on unsustainable gr https://t.co/J0wsfp2kGf;[{'label': 'Negative', 'score': 0.8500657081604004}];Negative;0.8500657081604004;2022-05-10
952;1523866576847519744;https://twitter.com/twitter/statuses/1523866576847519744;2022-05-10 03:24:38+00:00;FreezingFinTake;False;;69;33965;437;51;3;[];recent;[];Today, we learned exactly what could go wrong with Terra and Luna https://t.co/W2AvAa06Rk;Today we learned exactly what could go wrong with Terra and Luna https://t.co/W2AvAa06Rk;[{'label': 'Negative', 'score': 0.7451341152191162}];Negative;0.7451341152191162;2022-05-10
958;1523866559910977539;https://twitter.com/twitter/statuses/1523866559910977539;2022-05-10 03:24:34+00:00;martypartymusic;True;On Chain;18519;35341;57442;9;1;[];recent;[];People understand algorithmic stable coins - they are new and unchallenged- today we saw this with Luna and Ust - d… https://t.co/VXOwDrPJdi;People understand algorithmic stable coins they are new and unchallenged today we saw this with Luna and Ust d https://t.co/VXOwDrPJdi;[{'label': 'Positive', 'score': 0.592970609664917}];Positive;0.592970609664917;2022-05-10
750;1523867318375309316;https://twitter.com/twitter/statuses/1523867318375309316;2022-05-10 03:27:35+00:00;BowTiedCrypto;False;;21;1869;373;16;6;[];recent;[{'screen_name': 'stablekwon', 'name': 'Do Kwon 🌕', 'id': 357317524, 'id_str': '357317524', 'indices': [66, 77]}];"The crypto market nuked today, UST de-pegged and $LUNA plummeted. @stablekwon will the devs do something?

By… https://t.co/XBSlUwixcg";The crypto market nuked today UST de-pegged and $LUNA plummeted will the devs do something? By https://t.co/XBSlUwixcg;[{'label': 'Negative', 'score': 0.7788181900978088}];Negative;0.7788181900978088;2022-05-10
754;1523867291800436736;https://twitter.com/twitter/statuses/1523867291800436736;2022-05-10 03:27:29+00:00;fuckyourputs;False;the moon;2839;4661;31701;12;0;[];recent;[];The luna chart is fucking mind boggling;The luna chart is fucking mind boggling;[{'label': 'Negative', 'score': 0.6265446543693542}];Negative;0.6265446543693542;2022-05-10
760;1523867251304148993;https://twitter.com/twitter/statuses/1523867251304148993;2022-05-10 03:27:19+00:00;RaccoonHKG;False;Hong Kong;1008;17115;1594;11;0;[];recent;[];"Fibonacci Retracement at 0.618. 
Textbook example. 
Told. 

$UST $LUNA https://t.co/eE6sJIeqw4 https://t.co/6y7cGRaCjw";Fibonacci Retracement at 0.618 Textbook example Told $UST $LUNA https://t.co/eE6sJIeqw4 https://t.co/6y7cGRaCjw;[{'label': 'Neutral', 'score': 0.8855578303337097}];Neutral;0.8855578303337097;2022-05-10
847;1523866963122040832;https://twitter.com/twitter/statuses/1523866963122040832;2022-05-10 03:26:10+00:00;GaiaSchaffner;False;asteroid B 612;6837;17090;63049;71;2;[];recent;[];"Luna is out!  
Night yall Be kind to you.
🌎🌌💕 https://t.co/ylpynVpLqN";Luna is out Night yall Be kind to you. 🌎🌌 https://t.co/ylpynVpLqN;[{'label': 'Positive', 'score': 0.7907795310020447}];Positive;0.7907795310020447;2022-05-10
834;1523866998257897472;https://twitter.com/twitter/statuses/1523866998257897472;2022-05-10 03:26:19+00:00;axieventino;False;Metaverse;328;13516;2208;9;3;[];recent;[];Who dip better ? $LUNA or $VIS ?;Who dip better $LUNA or $VIS ?;[{'label': 'Neutral', 'score': 0.6864587068557739}];Neutral;0.6864587068557739;2022-05-10
498;1523868159438057472;https://twitter.com/twitter/statuses/1523868159438057472;2022-05-10 03:30:55+00:00;Crypto_Jargon;False;;359;19410;3432;12;1;[];recent;[{'screen_name': 'CoronaWarriorX', 'name': 'nõ_Õne, MD(Med.)', 'id': 864771203935780864, 'id_str': '864771203935780864', 'indices': [0, 15]}];@CoronaWarriorX Hn my avg price was around 15$ we bought luna last year at 6$ 😁;Hn my avg price was around 15 we bought luna last year at 6 😁;[{'label': 'Positive', 'score': 0.5076389312744141}];Positive;0.5076389312744141;2022-05-10
163;1523869371034046465;https://twitter.com/twitter/statuses/1523869371034046465;2022-05-10 03:35:44+00:00;tlagomi;False;;529;5658;4577;79;2;[];recent;[];Tried my best to fight it off but unfortunately finally got liquidated for the first time for about 60% of my $LUNA… https://t.co/GMeI24V7sf;Tried my best to fight it off but unfortunately finally got liquidated for the first time for about 60 of my $LUNA https://t.co/GMeI24V7sf;[{'label': 'Negative', 'score': 0.8731731176376343}];Negative;0.8731731176376343;2022-05-10
173;1523869351065133058;https://twitter.com/twitter/statuses/1523869351065133058;2022-05-10 03:35:40+00:00;SilverBulletBTC;False;King of Kucoin;630;118514;20591;17;2;[];recent;[];Is the $LUNA $UST $ANC ecosystem dead or will it recover?;Is the $LUNA $UST $ANC ecosystem dead or will it recover?;[{'label': 'Negative', 'score': 0.570934534072876}];Negative;0.570934534072876;2022-05-10
177;1523869334845771780;https://twitter.com/twitter/statuses/1523869334845771780;2022-05-10 03:35:36+00:00;acnh_luna;False;;497;5472;4870;16;0;[];recent;[];Besties, if you get brand deals, make sure you thoroughly look into the brand and set your boundaries beforehand! I… https://t.co/K3jH3x0Sjc;Besties if you get brand deals make sure you thoroughly look into the brand and set your boundaries beforehand I https://t.co/K3jH3x0Sjc;[{'label': 'Neutral', 'score': 0.5982005596160889}];Neutral;0.5982005596160889;2022-05-10
133;1523869512696795138;https://twitter.com/twitter/statuses/1523869512696795138;2022-05-10 03:36:18+00:00;semtexsue;False;The sea.;4935;3855;143524;12;0;[];recent;[];I think Luna senses I'm awake, I just heard her do a little whine and a gigantic ear flap. Will have to lie very st… https://t.co/GyhFIiagMj;I think Luna senses I'm awake I just heard her do a little whine and a gigantic ear flap Will have to lie very st https://t.co/GyhFIiagMj;[{'label': 'Neutral', 'score': 0.5479620695114136}];Neutral;0.5479620695114136;2022-05-10
239;1523869111381540867;https://twitter.com/twitter/statuses/1523869111381540867;2022-05-10 03:34:42+00:00;Efrain2_;False;Puerto Rico;13447;19630;157964;31;34;[{'text': 'goodnight', 'indices': [16, 26]}];recent;[{'screen_name': 'SoyGelp22', 'name': '💙SOY GELP💙', 'id': 525074060, 'id_str': '525074060', 'indices': [35, 45]}, {'screen_name': 'sdh_2031', 'name': 'saleh hlwan MBS', 'id': 1403795077403709440, 'id_str': '1403795077403709440', 'indices': [47, 56]}, {'screen_name': 'insaurraldeh', 'name': '⭐POLI⭐ #MGWV⭐', 'id': 889991017, 'id_str': '889991017', 'indices': [57, 70]}, {'screen_name': 'oce2005', 'name': 'OmEr #MGWV', 'id': 2252638299, 'id_str': '2252638299', 'indices': [71, 79]}, {'screen_name': 'ranasilvia63', 'name': 'Luna OM', 'id': 2750799059, 'id_str': '2750799059', 'indices': [80, 93]}, {'screen_name': 'Efrain2_', 'name': 'Efrain2 🤙🌊🏄🏻\u200d♂️', 'id': 1136405967489425410, 'id_str': '1136405967489425410', 'indices': [94, 103]}, {'screen_name': 'Soy_Donna_', 'name': 'Ӏ lƠVҼ ƳƠƲ', 'id': 827376692473651200, 'id_str': '827376692473651200', 'indices': [104, 115]}];"#️⃣TmSiLFriends
#goodnight
09May🍿

@SoyGelp22🌺
@sdh_2031
@insaurraldeh
@oce2005
@ranasilvia63
@Efrain2_
@Soy_Donna_… https://t.co/73Qu4GiiXf";#️⃣TmSiLFriends #goodnight 09May🍿 🌺 _2031 _ _Donna_ https://t.co/73Qu4GiiXf;[{'label': 'Neutral', 'score': 0.5851255655288696}];Neutral;0.5851255655288696;2022-05-10
245;1523869068570533889;https://twitter.com/twitter/statuses/1523869068570533889;2022-05-10 03:34:32+00:00;TwinTurboCe1ica;False;New South Wales, Australia;158;9079;14598;13;0;[];recent;[];"Just joined a ""Luna, is it a rug?"" chat.

OMG, instantly lost brain cells.....

On the plus side, I haven't laughed… https://t.co/SAiY0lDZCe";"Just joined a ""Luna is it a rug? chat. OMG instantly lost brain cells..... On the plus side I haven't laughed https://t.co/SAiY0lDZCe";[{'label': 'Negative', 'score': 0.42603951692581177}];Negative;0.42603951692581177;2022-05-10
124;1523869550533509120;https://twitter.com/twitter/statuses/1523869550533509120;2022-05-10 03:36:27+00:00;Gdr1987;False;New Delhi;206;94;283;11;3;[];recent;[];"What is your preference:
$Emo or $Shiba $Doge $luna and other.

👇";What is your preference: $Emo or $Shiba $Doge $luna and other. 👇;[{'label': 'Neutral', 'score': 0.9084298014640808}];Neutral;0.9084298014640808;2022-05-10
1;1523869665180590082;https://twitter.com/twitter/statuses/1523869665180590082;2022-05-10 03:36:54+00:00;binance;True;;476;8692448;20607;4460;1029;[];popular;[];"Withdrawals on Terra Network $LUNA temporarily suspended.

https://t.co/hIGrAEzOwD";Withdrawals on Terra Network $LUNA temporarily suspended. https://t.co/hIGrAEzOwD;[{'label': 'Negative', 'score': 0.5634055137634277}];Negative;0.5634055137634277;2022-05-10
2;1523872011159752704;https://twitter.com/twitter/statuses/1523872011159752704;2022-05-10 03:46:14+00:00;WatcherGuru;True;Texas, USA;20;869981;6848;5272;837;[{'text': 'Binance', 'indices': [10, 18]}];popular;[];BREAKING: #Binance has temporarily suspended withdrawals for $LUNA and $UST on the Terra Network.;BREAKING #Binance has temporarily suspended withdrawals for $LUNA and $UST on the Terra Network.;[{'label': 'Neutral', 'score': 0.6879762411117554}];Neutral;0.6879762411117554;2022-05-10
97;1524177218208944129;https://twitter.com/twitter/statuses/1524177218208944129;2022-05-10 23:59:01+00:00;ArthurB;True;arthurb.tez;1057;33412;18603;10;1;[];recent;[{'screen_name': 'richardcraib', 'name': 'Richard Craib', 'id': 43158225, 'id_str': '43158225', 'indices': [0, 13]}];@richardcraib I wouldn't have. Not empty talk either, I left a fair bit of  money on the table by not indulging sil… https://t.co/E5pVrTnKLf;I wouldn't have Not empty talk either I left a fair bit of money on the table by not indulging sil https://t.co/E5pVrTnKLf;[{'label': 'Neutral', 'score': 0.6325527429580688}];Neutral;0.6325527429580688;2022-05-10
99;1524177208163676161;https://twitter.com/twitter/statuses/1524177208163676161;2022-05-10 23:58:58+00:00;richlibertarian;False;USA;431;327;8474;29;1;[];recent;[{'screen_name': 'Cernovich', 'name': 'Cernovich', 'id': 358545917, 'id_str': '358545917', 'indices': [0, 10]}];@Cernovich Ukraine? Or $luna?;Ukraine Or $luna?;[{'label': 'Neutral', 'score': 0.8879753351211548}];Neutral;0.8879753351211548;2022-05-10
107;1523869618447790080;https://twitter.com/twitter/statuses/1523869618447790080;2022-05-10 03:36:43+00:00;Xeryz000;False;Quebec, Canada;115;35;232;10;0;[];recent;[{'screen_name': 'danku_r', 'name': 'danku_r', 'id': 1362475747559038978, 'id_str': '1362475747559038978', 'indices': [0, 8]}];@danku_r Man, every video that you released I've watched! And yes I've invested in Luna and made my own researches!… https://t.co/jJ710xkpVG;_r Man every video that you released I've watched And yes I've invested in Luna and made my own researches! https://t.co/jJ710xkpVG;[{'label': 'Positive', 'score': 0.819782555103302}];Positive;0.819782555103302;2022-05-10
112;1523869590224351232;https://twitter.com/twitter/statuses/1523869590224351232;2022-05-10 03:36:37+00:00;KoofiVsCrypto;False;Idk;634;3630;10558;17;0;[];recent;[];I never bought $LUNA. Mainly bc I was too lazy to do the research into it;I never bought $LUNA Mainly bc I was too lazy to do the research into it;[{'label': 'Negative', 'score': 0.706332266330719}];Negative;0.706332266330719;2022-05-10
421;1523868429186387969;https://twitter.com/twitter/statuses/1523868429186387969;2022-05-10 03:32:00+00:00;waxnear;False;;595;554;540;94;23;[];recent;[];"Looks like we are about to witness something big in $NEAR👀

Curious to see how $USN will compete with $UST on $LUNA

https://t.co/Vj7g9cKbeH";Looks like we are about to witness something big in $NEAR👀 Curious to see how $USN will compete with $UST on $LUNA https://t.co/Vj7g9cKbeH;[{'label': 'Positive', 'score': 0.9285633563995361}];Positive;0.9285633563995361;2022-05-10
428;1523868414737108993;https://twitter.com/twitter/statuses/1523868414737108993;2022-05-10 03:31:56+00:00;FlopsFlippity;False;;297;18;55;37;1;[];recent;[{'screen_name': 'KBsBB76', 'name': 'Dan', 'id': 853462190, 'id_str': '853462190', 'indices': [0, 8]}, {'screen_name': '0xKlinko', 'name': 'klinko.eth 🦇🔊', 'id': 455879948, 'id_str': '455879948', 'indices': [9, 18]}, {'screen_name': 'lawmaster', 'name': 'Larry Cermak', 'id': 16709601, 'id_str': '16709601', 'indices': [19, 29]}, {'screen_name': 'BarrySilbert', 'name': 'Barry Silbert', 'id': 396045469, 'id_str': '396045469', 'indices': [30, 43]}, {'screen_name': 'rsalame7926', 'name': 'Ryan Salame', 'id': 764205467816038400, 'id_str': '764205467816038400', 'indices': [44, 56]}];@KBsBB76 @0xKlinko @lawmaster @BarrySilbert @rsalame7926 Unironically, UST/Luna is closest to Iron/Titan in terms of its structure.;Unironically UST/Luna is closest to Iron/Titan in terms of its structure.;[{'label': 'Neutral', 'score': 0.6987242698669434}];Neutral;0.6987242698669434;2022-05-10
429;1523868410697981952;https://twitter.com/twitter/statuses/1523868410697981952;2022-05-10 03:31:55+00:00;cryptocrooks;False;New York, USA;3862;2231;4363;16;15;[];recent;[];At 10 retweets I'll give away 5 $luna;At 10 retweets I'll give away 5 $luna;[{'label': 'Neutral', 'score': 0.7531248331069946}];Neutral;0.7531248331069946;2022-05-10
484;1523868214802927616;https://twitter.com/twitter/statuses/1523868214802927616;2022-05-10 03:31:09+00:00;_unified_theory;False;;668;2943;6590;13;4;[];recent;[];The moon is a hologram. Any sufficiently advanced technology is indistinguishable from magic. We're all going to li… https://t.co/8KxwVxt8Ey;The moon is a hologram Any sufficiently advanced technology is indistinguishable from magic We're all going to li https://t.co/8KxwVxt8Ey;[{'label': 'Positive', 'score': 0.5748264789581299}];Positive;0.5748264789581299;2022-05-10
489;1523868200701931521;https://twitter.com/twitter/statuses/1523868200701931521;2022-05-10 03:31:05+00:00;DarkCryptoLord;False;in larp land;1336;22990;13884;12;0;[];recent;[];"LOL $LUNA is now at $28??

Gm";LOL $LUNA is now at $28?? Gm;[{'label': 'Positive', 'score': 0.5456635355949402}];Positive;0.5456635355949402;2022-05-10
447;1523868352774504448;https://twitter.com/twitter/statuses/1523868352774504448;2022-05-10 03:31:42+00:00;defiahab;False;;222;327;748;38;1;[];recent;[{'screen_name': 'RaoulGMI', 'name': 'Raoul Pal', 'id': 2453385626, 'id_str': '2453385626', 'indices': [0, 9]}];"@RaoulGMI 2 very key distinctions:
1 - HKD was fully backed (every HKD in circulation was backed by USD reserve)
2… https://t.co/Imc2XI7pWP";2 very key distinctions: 1 HKD was fully backed (every HKD in circulation was backed by USD reserve) 2 https://t.co/Imc2XI7pWP;[{'label': 'Neutral', 'score': 0.532140851020813}];Neutral;0.532140851020813;2022-05-10
452;1523868336500658179;https://twitter.com/twitter/statuses/1523868336500658179;2022-05-10 03:31:38+00:00;SilverBulletBTC;False;King of Kucoin;630;118514;20591;91;3;[];recent;[];"We just witnessed a murder ☠️

And i gave you the perfect entry for this 70% $LUNA dump 🤝 https://t.co/7gFft4K2jd";We just witnessed a murder ☠️ And i gave you the perfect entry for this 70 $LUNA dump https://t.co/7gFft4K2jd;[{'label': 'Negative', 'score': 0.6695731282234192}];Negative;0.6695731282234192;2022-05-10
454;1523868329089200128;https://twitter.com/twitter/statuses/1523868329089200128;2022-05-10 03:31:36+00:00;lunamillsxxx;False;Las Vegas, NV;795;33322;3722;616;47;[];recent;[];tb to tiny 2020 luna https://t.co/JXRJb6Acmu;tb to tiny 2020 luna https://t.co/JXRJb6Acmu;[{'label': 'Neutral', 'score': 0.8525481224060059}];Neutral;0.8525481224060059;2022-05-10
460;1523868311745871872;https://twitter.com/twitter/statuses/1523868311745871872;2022-05-10 03:31:32+00:00;yelapita;False;CDMX, México /Chicago;2337;428;1748;55;2;[];recent;[{'screen_name': 'RaoulGMI', 'name': 'Raoul Pal', 'id': 2453385626, 'id_str': '2453385626', 'indices': [0, 9]}];@RaoulGMI Luna is toast....why because his intentions was ego driven and not smartly done...his crap karma will hit… https://t.co/PB9qsye9NB;Luna is toast....why because his intentions was ego driven and not smartly done...his crap karma will hit https://t.co/PB9qsye9NB;[{'label': 'Negative', 'score': 0.9234582781791687}];Negative;0.9234582781791687;2022-05-10
465;1523868300907884549;https://twitter.com/twitter/statuses/1523868300907884549;2022-05-10 03:31:29+00:00;bradmillscan;False;Cape Breton & London, ON 🇨🇦;2632;42012;55230;17;1;[];recent;[{'screen_name': 'coryklippsten', 'name': 'Cory Klippsten', 'id': 3260096383, 'id_str': '3260096383', 'indices': [17, 31]}];Great video from @coryklippsten discussing the problems with the Terra Luna UST ponzi blowing up. https://t.co/c55gVy1d6p;Great video from discussing the problems with the Terra Luna UST ponzi blowing up https://t.co/c55gVy1d6p;[{'label': 'Positive', 'score': 0.6480061411857605}];Positive;0.6480061411857605;2022-05-10
255;1523869040174895104;https://twitter.com/twitter/statuses/1523869040174895104;2022-05-10 03:34:25+00:00;bitcorngandhi;False;;235;104;166;16;1;[];recent;[];I want to thank UST/Luna fiasco for cheap sats. I want them to sell all their corns to plebs.;I want to thank UST/Luna fiasco for cheap sats I want them to sell all their corns to plebs.;[{'label': 'Negative', 'score': 0.8888250589370728}];Negative;0.8888250589370728;2022-05-10
258;1523869030230204424;https://twitter.com/twitter/statuses/1523869030230204424;2022-05-10 03:34:23+00:00;chauncey_stjohn;False;Rosendale, NY;759;3261;2267;209;4;[];recent;[];2/ Many of my friends and family had their net worth devastated by cascading liquidations, myself included. There's… https://t.co/c86dpTVjK4;2 Many of my friends and family had their net worth devastated by cascading liquidations myself included There's https://t.co/c86dpTVjK4;[{'label': 'Negative', 'score': 0.7976956963539124}];Negative;0.7976956963539124;2022-05-10
259;1523869028946694145;https://twitter.com/twitter/statuses/1523869028946694145;2022-05-10 03:34:23+00:00;chauncey_stjohn;False;Rosendale, NY;759;3261;2267;1896;227;[];recent;[{'screen_name': 'stablekwon', 'name': 'Do Kwon 🌕', 'id': 357317524, 'id_str': '357317524', 'indices': [8, 19]}, {'screen_name': 'angelprotocol', 'name': 'Angel Protocol 😇', 'id': 1384732309123829761, 'id_str': '1384732309123829761', 'indices': [37, 51]}, {'screen_name': 'terra_money', 'name': 'Terra (UST) 🌍 Powered by LUNA 🌕', 'id': 1022028994772910086, 'id_str': '1022028994772910086', 'indices': [79, 91]}];1/ When @stablekwon put his faith in @angelprotocol, I quit my job to build on @terra_money. All my eggs are in thi… https://t.co/6co8ooIfqY;1 When put his faith in I quit my job to build on _money All my eggs are in thi https://t.co/6co8ooIfqY;[{'label': 'Neutral', 'score': 0.6204926371574402}];Neutral;0.6204926371574402;2022-05-10
