;id;url;created_at;username;verified;location;following;followers;total_tweets;favorite_count;retweet_count;hashtags;tweet_type;mentions;raw_text;text;sentiment_dict;sentiment_roberta;score_roberta
10;1523090172350705664;https://twitter.com/twitter/statuses/1523090172350705664;2022-05-07 23:59:29+00:00;CDP2point0;False;;92;48;163;11;0;[];recent;[];Outside grilling on this beautiful day, and my neighbor yells out Vamos $LUNA and my initial response was, oh damn… https://t.co/h9tzpR5Ozl;Outside grilling on this beautiful day and my neighbor yells out Vamos $LUNA and my initial response was oh damn https://t.co/h9tzpR5Ozl;[{'label': 'Positive', 'score': 0.7391676306724548}];Positive;0.7391676306724548
11;1523090120504938497;https://twitter.com/twitter/statuses/1523090120504938497;2022-05-07 23:59:17+00:00;gmi0x;False;;187;391;505;2;0;[];recent;[];"There is high R/R in waiting for the bleed and capitulation and entering on the first sign of positive news.

Jump… https://t.co/isK31jh5i0";There is high R/R in waiting for the bleed and capitulation and entering on the first sign of positive news. Jump https://t.co/isK31jh5i0;[{'label': 'Neutral', 'score': 0.5791312456130981}];Neutral;0.5791312456130981
12;1523090088262963200;https://twitter.com/twitter/statuses/1523090088262963200;2022-05-07 23:59:09+00:00;cryptodomi08;False;;771;382;921;0;498;[{'text': 'NFTGiveaway', 'indices': [23, 35]}];recent;[{'screen_name': 'diamond_wolves_', 'name': 'Diamond Wolves 💎🐺 | Genesis Wolves 🌖', 'id': 1513684460864262149, 'id_str': '1513684460864262149', 'indices': [3, 19]}];"RT @diamond_wolves_: 🚨 #NFTGiveaway  🚨

We've partnered with Barefoot Rabbits and giving away 1 NFT# BFR 168 from their sold out mint! #LUN…";RT _wolves_ #NFTGiveaway 🚨 We've partnered with Barefoot Rabbits and giving away 1 NFT BFR 168 from their sold out mint #LUN…;[{'label': 'Neutral', 'score': 0.6561802625656128}];Neutral;0.6561802625656128
13;1523090086719545344;https://twitter.com/twitter/statuses/1523090086719545344;2022-05-07 23:59:08+00:00;HobbzDrops;False;Birmingham, England;101;136;223;0;110;[{'text': 'bnb', 'indices': [61, 65]}, {'text': 'Binance', 'indices': [66, 74]}, {'text': 'BTC', 'indices': [75, 79]}, {'text': 'eth', 'indices': [80, 84]}, {'text': 'Defi', 'indices': [85, 90]}, {'text': 'airdrop', 'indices': [92, 100]}, {'text': 'cctip', 'indices': [101, 107]}, {'text': 'giveaway', 'indices': [108, 117]}, {'text': 'sol', 'indices': [118, 122]}, {'text': 'luna', 'indices': [123, 128]}];recent;[{'screen_name': 'CryptoRunnner', 'name': 'Crypto Partner$', 'id': 1372453219016802305, 'id_str': '1372453219016802305', 'indices': [3, 17]}];"RT @CryptoRunnner: 1. Follow me for follow back 
2. Retweet

#bnb #Binance #BTC #eth #Defi  #airdrop #cctip #giveaway #sol #luna

@cctip_co…";RT 1 Follow me for follow back 2 Retweet #bnb #Binance #BTC #eth #Defi #airdrop #cctip #giveaway #sol #luna _co…;[{'label': 'Neutral', 'score': 0.8573755621910095}];Neutral;0.8573755621910095
14;1523090078696095746;https://twitter.com/twitter/statuses/1523090078696095746;2022-05-07 23:59:07+00:00;FloridaMoonMan;False;Florida, USA;4982;732;3719;2;0;[];recent;[{'screen_name': 'tbr90', 'name': 'Tyler Reynolds', 'id': 630641976, 'id_str': '630641976', 'indices': [0, 6]}];@tbr90 I was speaking with guys launching a new fund with $30mm to start… LUNA was their biggest position in their… https://t.co/7GwDSfiZGo;I was speaking with guys launching a new fund with $30mm to start LUNA was their biggest position in their https://t.co/7GwDSfiZGo;[{'label': 'Neutral', 'score': 0.6645205020904541}];Neutral;0.6645205020904541
15;1523090052879949825;https://twitter.com/twitter/statuses/1523090052879949825;2022-05-07 23:59:00+00:00;Mustafa47112892;False;بغداد;1174;176;1569;0;16;[{'text': 'nylon', 'indices': [74, 80]}, {'text': 'pantyhose', 'indices': [82, 92]}, {'text': 'footfetısh', 'indices': [94, 105]}, {'text': 'footworship', 'indices': [107, 119]}];recent;[{'screen_name': 'MistressLuna_', 'name': '♀️Mistress Luna ♀️🔞', 'id': 851007716759941120, 'id_str': '851007716759941120', 'indices': [3, 17]}];"RT @MistressLuna_: Smelly nylon for My slaves! 

https://t.co/1Fh94vGYZ5

#nylon 
#pantyhose 
#footfetısh 
#footworship 

https://t.co/7z3p…";RT _ Smelly nylon for My slaves https://t.co/1Fh94vGYZ5 #nylon #pantyhose #footfetısh #footworship https://t.co/7z3p…;[{'label': 'Neutral', 'score': 0.7510924935340881}];Neutral;0.7510924935340881
16;1523090026686341122;https://twitter.com/twitter/statuses/1523090026686341122;2022-05-07 23:58:54+00:00;Rey7egh;False;@inear_dao;3271;1209;5988;0;11;[];recent;[{'screen_name': 'spacetrip_nft', 'name': 'Spacetrip 🌳🌕🌔|WE ARE LIVE!🌱🚀🌕', 'id': 1451747368295088132, 'id_str': '1451747368295088132', 'indices': [3, 17]}];"RT @spacetrip_nft: 🌳Celebrating Space Tree Launch🌳

We going to giveaway 1 Rambo Rabbit to 1 lucky holder of Space Tree

Just follow us , R…";RT _nft 🌳Celebrating Space Tree Launch🌳 We going to giveaway 1 Rambo Rabbit to 1 lucky holder of Space Tree Just follow us R…;[{'label': 'Positive', 'score': 0.8131769895553589}];Positive;0.8131769895553589
17;1523090022664372224;https://twitter.com/twitter/statuses/1523090022664372224;2022-05-07 23:58:53+00:00;MitchRappVGX;False;West Point, NY;112;148;400;3;0;[];recent;[];So there I was thinking, “LUNA has only touched the 200 day MA twice—and briefly.” So I set my liquidation a hair b… https://t.co/9USmEmlj0u;So there I was thinking “LUNA has only touched the 200 day MA twice—and briefly. So I set my liquidation a hair b https://t.co/9USmEmlj0u;[{'label': 'Neutral', 'score': 0.796353816986084}];Neutral;0.796353816986084
18;1523090022299103232;https://twitter.com/twitter/statuses/1523090022299103232;2022-05-07 23:58:53+00:00;Edward733;False;ღ✧ JP & KR ✧ღ ❀Google♡Chrome❀;256551;229197;443511;0;3;[];recent;[{'screen_name': 'jusevar25', 'name': 'Juan serrano Vargas', 'id': 2830422401, 'id_str': '2830422401', 'indices': [3, 13]}, {'screen_name': 'KingOfD42055545', 'name': 'King Of Dreams', 'id': 1340608070926430211, 'id_str': '1340608070926430211', 'indices': [15, 31]}, {'screen_name': 'Alaayous3', 'name': 'alaa amy', 'id': 1291071432202637313, 'id_str': '1291071432202637313', 'indices': [32, 42]}, {'screen_name': 'CarlosD20309679', 'name': 'Carlos Domingos', 'id': 1496146377142935555, 'id_str': '1496146377142935555', 'indices': [43, 59]}, {'screen_name': 'szentandrassym', 'name': '🌞 Sophie S 🌴', 'id': 953137771, 'id_str': '953137771', 'indices': [60, 75]}, {'screen_name': 'sheriran95', 'name': 'sheer_iran', 'id': 770315008173629441, 'id_str': '770315008173629441', 'indices': [76, 87]}, {'screen_name': 'saif9400s', 'name': 'saif', 'id': 1425511199890944008, 'id_str': '1425511199890944008', 'indices': [88, 98]}, {'screen_name': 'DerekPa30582481', 'name': 'Derek Paterson', 'id': 1350737764707422209, 'id_str': '1350737764707422209', 'indices': [99, 115]}, {'screen_name': 'Ravindr19882659', 'name': 'Ravindra Joshi', 'id': 1332580482286903296, 'id_str': '1332580482286903296', 'indices': [116, 132]}];RT @jusevar25: @KingOfD42055545 @Alaayous3 @CarlosD20309679 @szentandrassym @sheriran95 @saif9400s @DerekPa30582481 @Ravindr19882659 @zihms…;RT …;[{'label': 'Neutral', 'score': 0.8096628189086914}];Neutral;0.8096628189086914
19;1523089999780261888;https://twitter.com/twitter/statuses/1523089999780261888;2022-05-07 23:58:48+00:00;cryptodomi08;False;;771;382;921;0;6;[];recent;[{'screen_name': 'dreamursNFT', 'name': 'Dreamurs NFT', 'id': 1507484234356822016, 'id_str': '1507484234356822016', 'indices': [3, 15]}, {'screen_name': 'TerraMoneyTV', 'name': 'TerraMoneyTV', 'id': 1447709588522999808, 'id_str': '1447709588522999808', 'indices': [52, 65]}, {'screen_name': 'TerraBitesPod', 'name': 'Terra Bites 🌖 $LUNA $UST ⚛️', 'id': 1352473582438395906, 'id_str': '1352473582438395906', 'indices': [94, 108]}, {'screen_name': 'InKwonWeTrust', 'name': 'Breevie 3:47 🌖🐋🦊', 'id': 116269938, 'id_str': '116269938', 'indices': [111, 125]}];RT @dreamursNFT: We've had an amazing talk with the @TerraMoneyTV team and the great guests! (@TerraBitesPod , @InKwonWeTrust , @station_lu…;RT We've had an amazing talk with the team and the great guests ( _lu…;[{'label': 'Positive', 'score': 0.9878068566322327}];Positive;0.9878068566322327
20;1523089998257733632;https://twitter.com/twitter/statuses/1523089998257733632;2022-05-07 23:58:47+00:00;VeeKnowsCryptos;False;;278;458;12384;1;2;[{'text': 'Cryptos', 'indices': [20, 28]}, {'text': 'BTC', 'indices': [43, 47]}, {'text': 'ethereum', 'indices': [69, 78]}];recent;[];"tokenviz: 🌕 Biggest #Cryptos 1-Day Volume

#BTC: $35,046.07 (−2.65%)
#ethereum: $2,602.95 (−3.43%)
$BCH: $264.9 (−3… https://t.co/CxfFls7RoD";tokenviz Biggest #Cryptos 1-Day Volume #BTC $35,046.07 (−2.65%) #ethereum $2,602.95 (−3.43%) $BCH $264.9 (−3 https://t.co/CxfFls7RoD;[{'label': 'Neutral', 'score': 0.6734617948532104}];Neutral;0.6734617948532104
21;1523089989835587585;https://twitter.com/twitter/statuses/1523089989835587585;2022-05-07 23:58:45+00:00;Luna_Galaxina;False;;698;9;293;0;2070;[{'text': '魔道祖師', 'indices': [31, 36]}];recent;[{'screen_name': 'akakumoeteru', 'name': 'Kura', 'id': 863978536637407232, 'id_str': '863978536637407232', 'indices': [3, 16]}];"RT @akakumoeteru: High five! ✋
#魔道祖師 https://t.co/XWG65WN1cL";RT High five ✋ #魔道祖 https://t.co/XWG65WN1cL;[{'label': 'Neutral', 'score': 0.6841043829917908}];Neutral;0.6841043829917908
22;1523089975599788032;https://twitter.com/twitter/statuses/1523089975599788032;2022-05-07 23:58:42+00:00;JesslmcJessica;False;SoCal 🏖;678;1183;19651;1;0;[];recent;[{'screen_name': 'YourPennyPal', 'name': 'YourPennyPal (Comms Open!)', 'id': 1252348725298630656, 'id_str': '1252348725298630656', 'indices': [0, 13]}];@YourPennyPal Princess Luna 💙🖤;Princess Luna 💙🖤;[{'label': 'Positive', 'score': 0.9677289128303528}];Positive;0.9677289128303528
23;1523089943651708928;https://twitter.com/twitter/statuses/1523089943651708928;2022-05-07 23:58:34+00:00;kkumkkumi1;False;;1877;70;5498;0;498;[{'text': 'NFTGiveaway', 'indices': [23, 35]}];recent;[{'screen_name': 'diamond_wolves_', 'name': 'Diamond Wolves 💎🐺 | Genesis Wolves 🌖', 'id': 1513684460864262149, 'id_str': '1513684460864262149', 'indices': [3, 19]}];"RT @diamond_wolves_: 🚨 #NFTGiveaway  🚨

We've partnered with Barefoot Rabbits and giving away 1 NFT# BFR 168 from their sold out mint! #LUN…";RT _wolves_ #NFTGiveaway 🚨 We've partnered with Barefoot Rabbits and giving away 1 NFT BFR 168 from their sold out mint #LUN…;[{'label': 'Neutral', 'score': 0.6561802625656128}];Neutral;0.6561802625656128
24;1523089928887971840;https://twitter.com/twitter/statuses/1523089928887971840;2022-05-07 23:58:31+00:00;Mustafa47112892;False;بغداد;1174;176;1569;0;18;[{'text': 'bootslave', 'indices': [87, 97]}, {'text': 'bootsdomination', 'indices': [99, 115]}, {'text': 'bootsworship', 'indices': [117, 130]}];recent;[{'screen_name': 'MistressLuna_', 'name': '♀️Mistress Luna ♀️🔞', 'id': 851007716759941120, 'id_str': '851007716759941120', 'indices': [3, 17]}];"RT @MistressLuna_: Desperate and horny to worship our boots 

https://t.co/kblADOD9bt

#bootslave 
#bootsdomination 
#bootsworship 
#Double…";RT _ Desperate and horny to worship our boots https://t.co/kblADOD9bt #bootslave #bootsdomination #bootsworship #Double…;[{'label': 'Neutral', 'score': 0.6202571392059326}];Neutral;0.6202571392059326
25;1523089926245732352;https://twitter.com/twitter/statuses/1523089926245732352;2022-05-07 23:58:30+00:00;hoonkve;False;LUNA   She  Her;667;674;16729;0;1;[];recent;[{'screen_name': 'jngswoniee', 'name': 'tin', 'id': 1436998547736457221, 'id_str': '1436998547736457221', 'indices': [3, 14]}, {'screen_name': 'hoonkve', 'name': '\u200e\u200fً', 'id': 1443014874448089095, 'id_str': '1443014874448089095', 'indices': [16, 24]}];RT @jngswoniee: @hoonkve good morning Luna!! Have a nice day ahead 😊!!;RT good morning Luna! Have a nice day ahead 😊!!;[{'label': 'Positive', 'score': 0.9862469434738159}];Positive;0.9862469434738159
26;1523089919370928128;https://twitter.com/twitter/statuses/1523089919370928128;2022-05-07 23:58:29+00:00;mrtotalsuccess;False;United States;974;1871;4823;2;0;[];recent;[{'screen_name': 'alice_finance', 'name': 'Alice', 'id': 1358674352808415232, 'id_str': '1358674352808415232', 'indices': [64, 78]}];"I would’ve did a fat finger but of $LUNA at $63 but my funds in @alice_finance are frozen from moving out… 👀👀 

I h… https://t.co/VbnRHcyfvT";I would’ve did a fat finger but of $LUNA at $63 but my funds in _finance are frozen from moving out 👀 I h https://t.co/VbnRHcyfvT;[{'label': 'Negative', 'score': 0.6165516376495361}];Negative;0.6165516376495361
27;1523089916766400512;https://twitter.com/twitter/statuses/1523089916766400512;2022-05-07 23:58:28+00:00;Luna_Galaxina;False;;698;9;293;0;2732;[{'text': '魔道祖師', 'indices': [26, 31]}, {'text': '忘羡', 'indices': [32, 35]}];recent;[{'screen_name': 'akakumoeteru', 'name': 'Kura', 'id': 863978536637407232, 'id_str': '863978536637407232', 'indices': [3, 16]}];"RT @akakumoeteru: Waking.
#魔道祖師 #忘羡 https://t.co/nkGwXUOIwO";RT Waking. #魔道祖 #忘 https://t.co/nkGwXUOIwO;[{'label': 'Neutral', 'score': 0.9325472116470337}];Neutral;0.9325472116470337
28;1523089910181556224;https://twitter.com/twitter/statuses/1523089910181556224;2022-05-07 23:58:26+00:00;tylrewithare;False;;1157;1652;5158;2;0;[];recent;[{'screen_name': '1LunaM', 'name': 'LunaM 💚💕✨', 'id': 1412257350887657476, 'id_str': '1412257350887657476', 'indices': [0, 7]}, {'screen_name': 'Gavinmeeler', 'name': 'Gavin Meeler', 'id': 1388640160422797321, 'id_str': '1388640160422797321', 'indices': [8, 20]}];@1LunaM @Gavinmeeler ❤️❤️❤️❤️❤️ love you Luna;❤️❤️❤️❤️❤ love you Luna;[{'label': 'Positive', 'score': 0.9757071137428284}];Positive;0.9757071137428284
29;1523089893039099904;https://twitter.com/twitter/statuses/1523089893039099904;2022-05-07 23:58:22+00:00;lunatic_farmer;False;Cloud;275;82;49;1;0;[];recent;[{'screen_name': 'DefiMoon', 'name': 'DefiMoon 🦇🔊', 'id': 1136776548013334529, 'id_str': '1136776548013334529', 'indices': [0, 9]}];@DefiMoon Pretty simple really, people are withdrawing from Earn to pay down their Borrow to manage their LTV.  May… https://t.co/wwIwrNVhKZ;Pretty simple really people are withdrawing from Earn to pay down their Borrow to manage their LTV May https://t.co/wwIwrNVhKZ;[{'label': 'Neutral', 'score': 0.832395076751709}];Neutral;0.832395076751709
30;1523089889645969408;https://twitter.com/twitter/statuses/1523089889645969408;2022-05-07 23:58:21+00:00;pep_playboi;False;;244;39;347;0;1;[];recent;[{'screen_name': 'bigdsenpai', 'name': 'Big D', 'id': 1168574919204048902, 'id_str': '1168574919204048902', 'indices': [3, 14]}];RT @bigdsenpai: Disclaimer: I do not understand UST, LUNA, Terra, pegs, DeFi in general, or basically anything about the situation (🏌️‍♂️);RT Disclaimer I do not understand UST LUNA Terra pegs DeFi in general or basically anything about the situation (🏌️‍♂️);[{'label': 'Negative', 'score': 0.841164767742157}];Negative;0.841164767742157
31;1523089886303035392;https://twitter.com/twitter/statuses/1523089886303035392;2022-05-07 23:58:21+00:00;UniMitch;False;Computer;907;9;1900;0;357;[{'text': 'NFT', 'indices': [75, 79]}];recent;[{'screen_name': 'BuffaloClub5', 'name': 'Buffalo Club', 'id': 1493917811990802433, 'id_str': '1493917811990802433', 'indices': [3, 16]}, {'screen_name': 'BuffaloClub5', 'name': 'Buffalo Club', 'id': 1493917811990802433, 'id_str': '1493917811990802433', 'indices': [127, 140]}];"RT @BuffaloClub5: Hello! Small Giveaway 🪂

We are giving away 1 Anarchists #NFT!

1️⃣ Like &amp; RT + tag 2 friends
2️⃣ Follow @BuffaloClub5 @A…";RT Hello Small Giveaway 🪂 We are giving away 1 Anarchists #NFT! 1️ Like &amp RT tag 2 friends 2️ Follow …;[{'label': 'Neutral', 'score': 0.5629356503486633}];Neutral;0.5629356503486633
32;1523089868884267009;https://twitter.com/twitter/statuses/1523089868884267009;2022-05-07 23:58:17+00:00;0xWolff;False;Bahamas;58;2899;22851;1;0;[];recent;[{'screen_name': 'donrabii', 'name': 'dozie.eth', 'id': 34602874, 'id_str': '34602874', 'indices': [0, 9]}];@donrabii Certainly that patch ahead will be rough. I’m not too worried cos I am playing with house money—the money… https://t.co/ygAi9wuArj;Certainly that patch ahead will be rough I’m not too worried cos I am playing with house money—the money https://t.co/ygAi9wuArj;[{'label': 'Neutral', 'score': 0.5742005705833435}];Neutral;0.5742005705833435
33;1523089863867785216;https://twitter.com/twitter/statuses/1523089863867785216;2022-05-07 23:58:15+00:00;whooome4;False;;406;742;2774;5;0;[];recent;[];"Haven’t check yet.. too busy with ur mom. 

She’s happy  🤝

$LUNA https://t.co/qemfn7Etqi";Haven’t check yet. too busy with ur mom She’s happy 🤝 $LUNA https://t.co/qemfn7Etqi;[{'label': 'Positive', 'score': 0.8891528844833374}];Positive;0.8891528844833374
34;1523089841805664256;https://twitter.com/twitter/statuses/1523089841805664256;2022-05-07 23:58:10+00:00;pestilence1213;False;;463;35;4945;0;765;[];recent;[{'screen_name': 'fennochik', 'name': 'Fennochik', 'id': 935050382262272005, 'id_str': '935050382262272005', 'indices': [3, 13]}];"RT @fennochik: Windranger Luna 
https://t.co/bFdHSBOoRI
https://t.co/pgVpzxN6HU
https://t.co/3s1ritCN3J
https://t.co/tlKCCXzE6C

Sound by @…";RT Windranger Luna https://t.co/bFdHSBOoRI https://t.co/pgVpzxN6HU https://t.co/3s1ritCN3J https://t.co/tlKCCXzE6C Sound by @…;[{'label': 'Neutral', 'score': 0.8862685561180115}];Neutral;0.8862685561180115
35;1523089841361424385;https://twitter.com/twitter/statuses/1523089841361424385;2022-05-07 23:58:10+00:00;Luna_Galaxina;False;;698;9;293;0;3344;[{'text': '魔道祖師', 'indices': [39, 44]}, {'text': '忘羡', 'indices': [45, 48]}];recent;[{'screen_name': 'akakumoeteru', 'name': 'Kura', 'id': 863978536637407232, 'id_str': '863978536637407232', 'indices': [3, 16]}];"RT @akakumoeteru: Caught in a dream...
#魔道祖師 #忘羡 https://t.co/YKAbf1So7Q";RT Caught in a dream... #魔道祖 #忘 https://t.co/YKAbf1So7Q;[{'label': 'Neutral', 'score': 0.9178310632705688}];Neutral;0.9178310632705688
