;id;url;created_at;username;verified;location;following;followers;total_tweets;favorite_count;retweet_count;hashtags;tweet_type;mentions;raw_text;text;sentiment_dict;sentiment_roberta;score_roberta;date
3720;1522231645385883648;https://twitter.com/twitter/statuses/1522231645385883648;2022-05-05 15:08:00+00:00;tanyaofmars;True;Washington DC + Toronto;11367;56422;48051;18;0;[];recent;[{'screen_name': 'Rose_D_Luna', 'name': 'Rose DF', 'id': 2764811815, 'id_str': '2764811815', 'indices': [0, 12]}];@Rose_D_Luna And we scientists—this may surprise some people—are actually humans too!;_D_Luna And we scientists—this may surprise some people—are actually humans too!;[{'label': 'Positive', 'score': 0.5521456003189087}];Positive;0.5521456003189087;2022-05-05
3733;1522231585969516549;https://twitter.com/twitter/statuses/1522231585969516549;2022-05-05 15:07:46+00:00;misscecil;True;your heart and mine;614;9745;66268;17;0;[];recent;[];Luna enjoys an air bath https://t.co/LvUCYVyGv5;Luna enjoys an air bath https://t.co/LvUCYVyGv5;[{'label': 'Positive', 'score': 0.7320443987846375}];Positive;0.7320443987846375;2022-05-05
3705;1522231709886001155;https://twitter.com/twitter/statuses/1522231709886001155;2022-05-05 15:08:15+00:00;luna_de_encanto;False;In Bruno's Arms, Duh;305;81;698;9;4;[];recent;[];"Come pick me up off the floor cause I'm a puddle 🥺 Did we just record a song for Benji... Yes yes we did. ""The real… https://t.co/YbOo73UCJc";"Come pick me up off the floor cause I'm a puddle Did we just record a song for Benji.. Yes yes we did ""The real https://t.co/YbOo73UCJc";[{'label': 'Neutral', 'score': 0.5829859972000122}];Neutral;0.5829859972000122;2022-05-05
3508;1522232789449519104;https://twitter.com/twitter/statuses/1522232789449519104;2022-05-05 15:12:33+00:00;CNBC;True;Englewood Cliffs, NJ;853;4671890;497033;987;236;[];recent;[];Luna Foundation Guard bolsters stablecoin reserve by raising $1.5 billion in bitcoin https://t.co/zzZcH2Yok7;Luna Foundation Guard bolsters stablecoin reserve by raising $1.5 billion in bitcoin https://t.co/zzZcH2Yok7;[{'label': 'Positive', 'score': 0.5379115343093872}];Positive;0.5379115343093872;2022-05-05
3513;1522232767941320707;https://twitter.com/twitter/statuses/1522232767941320707;2022-05-05 15:12:28+00:00;C4ileigh;False;"in the room
full of art,
i'd still stare 
at you.";1060;1128;8267;11;9;[];recent;[{'screen_name': '0304sarchive', 'name': 'athena', 'id': 1494182860177420289, 'id_str': '1494182860177420289', 'indices': [97, 110]}];11:11+2  We are born to be real, not to be perfect, I'm dr Nelson Donato and I'm born to be wild @0304sarchive… https://t.co/eKvElnIFsq;11:11+2 We are born to be real not to be perfect I'm dr Nelson Donato and I'm born to be wild https://t.co/eKvElnIFsq;[{'label': 'Neutral', 'score': 0.5062330961227417}];Neutral;0.5062330961227417;2022-05-05
3459;1522233003551899648;https://twitter.com/twitter/statuses/1522233003551899648;2022-05-05 15:13:24+00:00;Rose_D_Luna;False;Manhattan, NY;1051;49315;35234;5;0;[];recent;[{'screen_name': 'tanyaofmars', 'name': 'Dr. Tanya Harrison', 'id': 25219709, 'id_str': '25219709', 'indices': [0, 12]}];@tanyaofmars Exactly 💜;Exactly 💜;[{'label': 'Positive', 'score': 0.9245770573616028}];Positive;0.9245770573616028;2022-05-05
3585;1522232351992213506;https://twitter.com/twitter/statuses/1522232351992213506;2022-05-05 15:10:49+00:00;luna_ilena;False;光の渦の中;116;108;3453;12;0;[];recent;[];Noel, I am 100% sure your parents HAVE ALWAYS BEEN super proud of you, and believe me, you can always, always show… https://t.co/xiMKZFCy6k;Noel I am 100 sure your parents HAVE ALWAYS BEEN super proud of you and believe me you can always always show https://t.co/xiMKZFCy6k;[{'label': 'Positive', 'score': 0.9664403796195984}];Positive;0.9664403796195984;2022-05-05
3581;1522232422598799361;https://twitter.com/twitter/statuses/1522232422598799361;2022-05-05 15:11:05+00:00;wolfdencrypto;False;;74;4253;3381;52;9;[];recent;[];Reinvention at its finest. Proud and appreciative of Luna Den https://t.co/OlICLlNj0p;Reinvention at its finest Proud and appreciative of Luna Den https://t.co/OlICLlNj0p;[{'label': 'Positive', 'score': 0.9781248569488525}];Positive;0.9781248569488525;2022-05-05
3579;1522232433625944064;https://twitter.com/twitter/statuses/1522232433625944064;2022-05-05 15:11:08+00:00;PJSL0VER_;False;final 15 | she/her | minor;674;637;12417;7;8;[];recent;[{'screen_name': '__svnoo', 'name': 'gea | rest', 'id': 1488791841398947842, 'id_str': '1488791841398947842', 'indices': [31, 39]}, {'screen_name': 'i43kimsn', 'name': '🥢', 'id': 1398889767027150850, 'id_str': '1398889767027150850', 'indices': [40, 49]}, {'screen_name': 'iMeowzWonie', 'name': 'paris', 'id': 1497836956147122177, 'id_str': '1497836956147122177', 'indices': [51, 63]}, {'screen_name': 'jungcatwn', 'name': 'bia', 'id': 1350596971, 'id_str': '1350596971', 'indices': [64, 74]}, {'screen_name': 'PigGohhh', 'name': 'julia.', 'id': 1342553670047547392, 'id_str': '1342553670047547392', 'indices': [75, 84]}, {'screen_name': 'onlyr1kii', 'name': 'Doggy Nics 🔫', 'id': 1480104180668719104, 'id_str': '1480104180668719104', 'indices': [85, 95]}, {'screen_name': 'eana_pen', 'name': 'yana', 'id': 1219473537263517697, 'id_str': '1219473537263517697', 'indices': [96, 105]}];"11:11 final 15,love you sm!!💛

@__svnoo @i43kimsn  @iMeowzWonie @jungcatwn @PigGohhh @onlyr1kii @eana_pen… https://t.co/VVwiU8h8LF";11:11 final 15,love you sm!!💛 @__svnoo _pen https://t.co/VVwiU8h8LF;[{'label': 'Positive', 'score': 0.9745087027549744}];Positive;0.9745087027549744;2022-05-05
3527;1522232709606780929;https://twitter.com/twitter/statuses/1522232709606780929;2022-05-05 15:12:14+00:00;100YearsAgoLive;False;1922;94;34012;12204;36;3;[];recent;[];New York society girls demonstrate the new “Riding The Waves” cars at Luna Park. https://t.co/oGtgApcs2g;New York society girls demonstrate the new “Riding The Waves cars at Luna Park https://t.co/oGtgApcs2g;[{'label': 'Neutral', 'score': 0.7104812860488892}];Neutral;0.7104812860488892;2022-05-05
3544;1522232637183561728;https://twitter.com/twitter/statuses/1522232637183561728;2022-05-05 15:11:57+00:00;pranbvlgari;False;;215;227;2374;5;0;[];recent;[];11:11 my luna :) https://t.co/xovNgkRrs0;11:11 my luna : https://t.co/xovNgkRrs0;[{'label': 'Positive', 'score': 0.5426031351089478}];Positive;0.5426031351089478;2022-05-05
2726;1522237602220298245;https://twitter.com/twitter/statuses/1522237602220298245;2022-05-05 15:31:40+00:00;shivamchhuneja;False;India;418;10376;9062;159;4;[];recent;[];Which altcoin is the real eth killer? Solana, bnb, avax, luna, dot, fantom, harmony, ada????? Shiba inu?😜;Which altcoin is the real eth killer Solana bnb avax luna dot fantom harmony ada???? Shiba inu?😜;[{'label': 'Neutral', 'score': 0.6682352423667908}];Neutral;0.6682352423667908;2022-05-05
2716;1522237663482363906;https://twitter.com/twitter/statuses/1522237663482363906;2022-05-05 15:31:55+00:00;Laura__crypto;False;;49;5389;396;30;3;[{'text': 'altcoins', 'indices': [15, 24]}, {'text': 'Cardano', 'indices': [81, 89]}, {'text': 'VPAD', 'indices': [91, 96]}, {'text': 'Solana', 'indices': [98, 105]}];recent;[];"Which of these #altcoins have the potentials to make more than 20X in 2022 ?
   
#Cardano 
#VPAD 
#Solana   … https://t.co/H9i1kX0GOJ";Which of these #altcoins have the potentials to make more than 20X in 2022 ? #Cardano #VPAD #Solana https://t.co/H9i1kX0GOJ;[{'label': 'Neutral', 'score': 0.548518717288971}];Neutral;0.548518717288971;2022-05-05
2775;1522237372817035264;https://twitter.com/twitter/statuses/1522237372817035264;2022-05-05 15:30:46+00:00;Shigeo808;False;;557;41181;6534;208;8;[];recent;[];"UGLY REVERSAL!!
The market is always right!

Even when it changes its mind

Managed my risk to keep delta at 12%

F… https://t.co/Tdh5h2dajM";UGLY REVERSAL!! The market is always right! Even when it changes its mind Managed my risk to keep delta at 12% F https://t.co/Tdh5h2dajM;[{'label': 'Positive', 'score': 0.6828414797782898}];Positive;0.6828414797782898;2022-05-05
2803;1522237197621108738;https://twitter.com/twitter/statuses/1522237197621108738;2022-05-05 15:30:04+00:00;luna_del_reyyy;False;Mumbai, India;1234;4463;10664;7;0;[];recent;[{'screen_name': '4ecant', 'name': '℮', 'id': 1374479475992240135, 'id_str': '1374479475992240135', 'indices': [0, 7]}];@4ecant Tarantino missing;Tarantino missing;[{'label': 'Neutral', 'score': 0.6539722084999084}];Neutral;0.6539722084999084;2022-05-05
2738;1522237538597060612;https://twitter.com/twitter/statuses/1522237538597060612;2022-05-05 15:31:25+00:00;loud_sister;False;;108;323;2678;37;9;[];recent;[];Hey, Loud Crowd! While I wait for the next Luna episode to come, I decided to temporarily change my username to Lou… https://t.co/H5eXxuFxkw;Hey Loud Crowd While I wait for the next Luna episode to come I decided to temporarily change my username to Lou https://t.co/H5eXxuFxkw;[{'label': 'Neutral', 'score': 0.8567408919334412}];Neutral;0.8567408919334412;2022-05-05
2759;1522237430002511872;https://twitter.com/twitter/statuses/1522237430002511872;2022-05-05 15:30:59+00:00;Mwarte1;False;;233;208;38449;6;3;[];recent;[];"I used Shazam to discover Luna by From The Sea, Morissette &amp; Dave Lamar. https://t.co/o9kDfYJeEz";I used Shazam to discover Luna by From The Sea Morissette &amp Dave Lamar https://t.co/o9kDfYJeEz;[{'label': 'Neutral', 'score': 0.6331103444099426}];Neutral;0.6331103444099426;2022-05-05
2654;1522238004080914434;https://twitter.com/twitter/statuses/1522238004080914434;2022-05-05 15:33:16+00:00;GWSalesTracker;False;;0;80;1705;5;0;[];recent;[];"Genesis Wolf #1784 sold for 25 Luna (~$2010.52) 

 https://t.co/t3CMLfBnrH 

 https://t.co/aotp0vGEdH https://t.co/DdrBD2vaat";Genesis Wolf #1784 sold for 25 Luna (~$2010.52 https://t.co/t3CMLfBnrH https://t.co/aotp0vGEdH https://t.co/DdrBD2vaat;[{'label': 'Neutral', 'score': 0.8763328790664673}];Neutral;0.8763328790664673;2022-05-05
2515;1522238718190444544;https://twitter.com/twitter/statuses/1522238718190444544;2022-05-05 15:36:06+00:00;John_is_whale;False;In your head;79;2379;1214;13;0;[{'text': 'NFTs', 'indices': [50, 55]}];recent;[];"Drop your NFT 🎯 under $100❗️
🦸🏻‍♂️I want to buy 3 #NFTs. 🧚🏻
✅ follow me 💯!
💞 RT to support other artists!… https://t.co/YZGrOiSVPK";Drop your NFT under $100❗️ 🦸🏻‍♂️I want to buy 3 #NFTs 🧚🏻 follow me 💯! RT to support other artists! https://t.co/YZGrOiSVPK;[{'label': 'Positive', 'score': 0.6710873246192932}];Positive;0.6710873246192932;2022-05-05
2630;1522238166249336833;https://twitter.com/twitter/statuses/1522238166249336833;2022-05-05 15:33:55+00:00;onlymahalima;False;"jcs   jpn   sva   
fjs   jdd  ";1014;4122;9538;1325;559;[];recent;[];"P: La Luna

K: ""Sun, stay just as you are and always shine for me."", Bulan

The rest of SB19: *dances to sun and mo… https://t.co/UNX9qW0tCM";"P La Luna K ""Sun stay just as you are and always shine for me."" Bulan The rest of SB19 *dances to sun and mo https://t.co/UNX9qW0tCM";[{'label': 'Positive', 'score': 0.5811880826950073}];Positive;0.5811880826950073;2022-05-05
3044;1522235632394768389;https://twitter.com/twitter/statuses/1522235632394768389;2022-05-05 15:23:51+00:00;pronewchaos;False;Block Lattice;4561;7312;53619;28;2;[];recent;[];"So who got lucky and caught the 78.1 $LUNA dip? Not me. 😂😂😂😂😂

Or perhaps a good question is, who got liquidated at… https://t.co/vh8kk1w89p";So who got lucky and caught the 78.1 $LUNA dip Not me 😂😂😂😂😂 Or perhaps a good question is who got liquidated at https://t.co/vh8kk1w89p;[{'label': 'Neutral', 'score': 0.47000280022621155}];Neutral;0.47000280022621155;2022-05-05
2981;1522236087422242822;https://twitter.com/twitter/statuses/1522236087422242822;2022-05-05 15:25:39+00:00;doge88881;False;;210;11;1577;5;0;[];recent;[{'screen_name': 'trader1sz', 'name': 'TraderSZ', 'id': 2837666919, 'id_str': '2837666919', 'indices': [0, 10]}];"@trader1sz 1) DUMP THE PONZI TO ZERO
2) JAIL DO KWON
3) MICHAEL SAYLOR BUSTO STAYING UNDER BRIDGE 
4) LUNA TO 0.000000001";1 DUMP THE PONZI TO ZERO 2 JAIL DO KWON 3 MICHAEL SAYLOR BUSTO STAYING UNDER BRIDGE 4 LUNA TO 0.000000001;[{'label': 'Neutral', 'score': 0.591433048248291}];Neutral;0.591433048248291;2022-05-05
2990;1522236017423843329;https://twitter.com/twitter/statuses/1522236017423843329;2022-05-05 15:25:22+00:00;DegenSpartan;False;;3023;144953;65375;161;10;[];recent;[];"2 recent indicators for risk on and risk off

- OHM mcap/treasury assets above or below 1.0
- LUNA price with regar… https://t.co/IzpHmN3Hbz";2 recent indicators for risk on and risk off OHM mcap/treasury assets above or below 1.0 LUNA price with regar https://t.co/IzpHmN3Hbz;[{'label': 'Neutral', 'score': 0.9093816876411438}];Neutral;0.9093816876411438;2022-05-05
3102;1522235219796914178;https://twitter.com/twitter/statuses/1522235219796914178;2022-05-05 15:22:12+00:00;jwang815;False;Worldwide;880;8138;12314;50;4;[];recent;[];Luna Foundation Guard further bolsters stablecoin reserve by raising $1.5 billion in bitcoin https://t.co/qXbDZTaVDY;Luna Foundation Guard further bolsters stablecoin reserve by raising $1.5 billion in bitcoin https://t.co/qXbDZTaVDY;[{'label': 'Positive', 'score': 0.6077939867973328}];Positive;0.6077939867973328;2022-05-05
3115;1522235122665213952;https://twitter.com/twitter/statuses/1522235122665213952;2022-05-05 15:21:49+00:00;itineyy_;False;ajero-nase ;680;2541;50580;13;5;[];recent;[];my luna. 🖤 https://t.co/jDBIF0dnKl;my luna https://t.co/jDBIF0dnKl;[{'label': 'Neutral', 'score': 0.7036741375923157}];Neutral;0.7036741375923157;2022-05-05
3080;1522235337996574720;https://twitter.com/twitter/statuses/1522235337996574720;2022-05-05 15:22:41+00:00;GORT_ROBOT;False;@terra_money;1546;1142;14075;8;0;[];recent;[];"Feeling depressed?
Wanna feel better?
Watch the $LUNA / $BTC chart.";Feeling depressed? Wanna feel better? Watch the $LUNA $BTC chart.;[{'label': 'Neutral', 'score': 0.6345664262771606}];Neutral;0.6345664262771606;2022-05-05
2838;1522237015332433922;https://twitter.com/twitter/statuses/1522237015332433922;2022-05-05 15:29:20+00:00;WAtlFish;False;Yale University;392;1019;2834;17;2;[];recent;[];My friend's newly hatched Luna Moth.  So much pink on the spring broods! https://t.co/BYRVQQlNie;My friend's newly hatched Luna Moth So much pink on the spring broods https://t.co/BYRVQQlNie;[{'label': 'Positive', 'score': 0.7895925641059875}];Positive;0.7895925641059875;2022-05-05
2960;1522236221115842564;https://twitter.com/twitter/statuses/1522236221115842564;2022-05-05 15:26:11+00:00;rakermoon89;False;Moon;323;1203;661;8;0;[];recent;[{'screen_name': 'play_nity', 'name': 'PlayNity', 'id': 1444730092421271553, 'id_str': '1444730092421271553', 'indices': [9, 19]}];Let’s go @play_nity epic rank 45 happy with that great perks with daily booster on pex points airdrop x4 and pre sa… https://t.co/GkgohyyCnC;Let’s go _nity epic rank 45 happy with that great perks with daily booster on pex points airdrop x4 and pre sa https://t.co/GkgohyyCnC;[{'label': 'Positive', 'score': 0.984150767326355}];Positive;0.984150767326355;2022-05-05
2898;1522236617334788096;https://twitter.com/twitter/statuses/1522236617334788096;2022-05-05 15:27:46+00:00;demonic__luna;False;minor (16↑18↓) || EN/中Ok!;535;702;10924;28;1;[];recent;[];"last day tomorrow..finally i cant wait to end this week🥹
anyways, time to slep! Oyasumi everyone! Have a great day/… https://t.co/UceeN3aA3J";last day tomorrow..finally i cant wait to end this week🥹 anyways time to slep Oyasumi everyone Have a great day/ https://t.co/UceeN3aA3J;[{'label': 'Positive', 'score': 0.9846163988113403}];Positive;0.9846163988113403;2022-05-05
2914;1522236527039991808;https://twitter.com/twitter/statuses/1522236527039991808;2022-05-05 15:27:24+00:00;Dyezen_;False;Venishade;764;172;2981;11;0;[];recent;[];Just finished trying out the Strawberry dragonfruit coconut milk refresher from Dunkin’ Donuts (not sponsored, but… https://t.co/CtDvt7bLZf;Just finished trying out the Strawberry dragonfruit coconut milk refresher from Dunkin Donuts (not sponsored but https://t.co/CtDvt7bLZf;[{'label': 'Positive', 'score': 0.5093101263046265}];Positive;0.5093101263046265;2022-05-05
4601;1522227032570331136;https://twitter.com/twitter/statuses/1522227032570331136;2022-05-05 14:49:40+00:00;luna_del_reyyy;False;Mumbai, India;1234;4463;10664;15;0;[];recent;[];sobo kids don't u dare step in;sobo kids don't u dare step in;[{'label': 'Negative', 'score': 0.7981046438217163}];Negative;0.7981046438217163;2022-05-05
4596;1522227070172114944;https://twitter.com/twitter/statuses/1522227070172114944;2022-05-05 14:49:49+00:00;scouse_kim;False;England, United Kingdom;1800;3035;202171;6;2;[];recent;[{'screen_name': 'DerekPa30582481', 'name': 'Derek Paterson', 'id': 1350737764707422209, 'id_str': '1350737764707422209', 'indices': [0, 16]}, {'screen_name': 'crosiglia', 'name': 'Nella Crosiglia', 'id': 1292087054164275200, 'id_str': '1292087054164275200', 'indices': [17, 27]}, {'screen_name': 'Ravindr19882659', 'name': 'Ravindra Joshi', 'id': 1332580482286903296, 'id_str': '1332580482286903296', 'indices': [28, 44]}, {'screen_name': 'Alaayous3', 'name': 'alaa amy', 'id': 1291071432202637313, 'id_str': '1291071432202637313', 'indices': [45, 55]}, {'screen_name': 'Roshank56856946', 'name': 'Roshankhan', 'id': 1338432413815496704, 'id_str': '1338432413815496704', 'indices': [56, 72]}, {'screen_name': 'szentandrassym', 'name': '🌞 Sophie S 🌴', 'id': 953137771, 'id_str': '953137771', 'indices': [73, 88]}, {'screen_name': 'saif9400s', 'name': 'saif', 'id': 1425511199890944008, 'id_str': '1425511199890944008', 'indices': [89, 99]}, {'screen_name': 'EndruVitak', 'name': 'Endru Vitak', 'id': 1474492268895604737, 'id_str': '1474492268895604737', 'indices': [100, 111]}];@DerekPa30582481 @crosiglia @Ravindr19882659 @Alaayous3 @Roshank56856946 @szentandrassym @saif9400s @EndruVitak… https://t.co/0EELbXN7Ul;https://t.co/0EELbXN7Ul;[{'label': 'Neutral', 'score': 0.7401314377784729}];Neutral;0.7401314377784729;2022-05-05
4545;1522227325328367620;https://twitter.com/twitter/statuses/1522227325328367620;2022-05-05 14:50:50+00:00;crosiglia;False;;4716;4882;88023;6;2;[];recent;[{'screen_name': 'DerekPa30582481', 'name': 'Derek Paterson', 'id': 1350737764707422209, 'id_str': '1350737764707422209', 'indices': [0, 16]}, {'screen_name': 'scouse_kim', 'name': 'scouse kim', 'id': 1300808865181818880, 'id_str': '1300808865181818880', 'indices': [17, 28]}, {'screen_name': 'Ravindr19882659', 'name': 'Ravindra Joshi', 'id': 1332580482286903296, 'id_str': '1332580482286903296', 'indices': [29, 45]}, {'screen_name': 'Alaayous3', 'name': 'alaa amy', 'id': 1291071432202637313, 'id_str': '1291071432202637313', 'indices': [46, 56]}, {'screen_name': 'Roshank56856946', 'name': 'Roshankhan', 'id': 1338432413815496704, 'id_str': '1338432413815496704', 'indices': [57, 73]}, {'screen_name': 'szentandrassym', 'name': '🌞 Sophie S 🌴', 'id': 953137771, 'id_str': '953137771', 'indices': [74, 89]}, {'screen_name': 'saif9400s', 'name': 'saif', 'id': 1425511199890944008, 'id_str': '1425511199890944008', 'indices': [90, 100]}, {'screen_name': 'EndruVitak', 'name': 'Endru Vitak', 'id': 1474492268895604737, 'id_str': '1474492268895604737', 'indices': [101, 112]}];@DerekPa30582481 @scouse_kim @Ravindr19882659 @Alaayous3 @Roshank56856946 @szentandrassym @saif9400s @EndruVitak… https://t.co/dbXIcXq6hf;_kim https://t.co/dbXIcXq6hf;[{'label': 'Neutral', 'score': 0.7927177548408508}];Neutral;0.7927177548408508;2022-05-05
