;id;url;created_at;username;verified;location;following;followers;total_tweets;favorite_count;retweet_count;hashtags;tweet_type;mentions;raw_text;text;sentiment_dict;sentiment_roberta;score_roberta;date
752;1521627430867374082;https://twitter.com/twitter/statuses/1521627430867374082;2022-05-03 23:07:04+00:00;ETHGlobal;False;Decentralized;1291;35792;5819;20;4;[{'text': 'HackMoney', 'indices': [62, 72]}];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [24, 35]}];"Time to celebrate... 🥳

@OlympusDAO has partnered with us for #HackMoney—our bigger DeFi event of the year!

Check… https://t.co/76iZX0i42M";Time to celebrate.. 🥳 has partnered with us for #HackMoney—our bigger DeFi event of the year! Check https://t.co/76iZX0i42M;[{'label': 'Positive', 'score': 0.9825572371482849}];Positive;0.9825572371482849;2022-05-03
758;1521624956668370944;https://twitter.com/twitter/statuses/1521624956668370944;2022-05-03 22:57:14+00:00;OlympusDAO;False;(3, 3);1;153864;1320;110;27;[];recent;[{'screen_name': 'ETHGlobal', 'name': 'ETHGlobal', 'id': 883476092832681984, 'id_str': '883476092832681984', 'indices': [95, 105]}];"Ohmies - Want to hack the future of finance and win $300k+ in prizes? 

We have partnered with @ETHGlobal to suppor… https://t.co/gzuVC7jlW7";Ohmies Want to hack the future of finance and win $300k in prizes We have partnered with to suppor https://t.co/gzuVC7jlW7;[{'label': 'Positive', 'score': 0.7512852549552917}];Positive;0.7512852549552917;2022-05-03
790;1521521218993721346;https://twitter.com/twitter/statuses/1521521218993721346;2022-05-03 16:05:01+00:00;OolongSwap;False;;72;7410;1528;58;19;[{'text': 'MulteaFarm', 'indices': [36, 47]}];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [69, 80]}];"We are so excited to announce a new #MulteaFarm with none other than @OlympusDAO 🔥🔥🔥🔥🎉 (+ 🧵 below)

https://t.co/SM0dahiiLD";We are so excited to announce a new #MulteaFarm with none other than 🔥🔥🔥🔥 ( below) https://t.co/SM0dahiiLD;[{'label': 'Positive', 'score': 0.9898498058319092}];Positive;0.9898498058319092;2022-05-03
723;1521734098641104896;https://twitter.com/twitter/statuses/1521734098641104896;2022-05-04 06:10:56+00:00;Dave_GMI;False;;654;703;1119;62;4;[];recent;[{'screen_name': 'iBuyFUD', 'name': '9,5', 'id': 1367897583226679302, 'id_str': '1367897583226679302', 'indices': [99, 107]}];"To ohmies, what do you think of the current bleeding of $OHM?

https://t.co/ksTK1KbY8m

Written by @iBuyFUD , and I… https://t.co/1MXFKtDJ8h";To ohmies what do you think of the current bleeding of $OHM? https://t.co/ksTK1KbY8m Written by and I https://t.co/1MXFKtDJ8h;[{'label': 'Neutral', 'score': 0.8662886023521423}];Neutral;0.8662886023521423;2022-05-04
679;1521849180712542209;https://twitter.com/twitter/statuses/1521849180712542209;2022-05-04 13:48:13+00:00;GodsOfOHMNFT;False;Olympus;130;169;265;24;8;[];recent;[];"GUESS THE GOD ⚡️⚡️⚡️

Clue: This God will provide all Ohmies with Alfa on any upcoming pump.

See if you're right t… https://t.co/3lIco5Wzk7";GUESS THE GOD ⚡️⚡️⚡️ Clue This God will provide all Ohmies with Alfa on any upcoming pump. See if you're right t https://t.co/3lIco5Wzk7;[{'label': 'Positive', 'score': 0.7343650460243225}];Positive;0.7343650460243225;2022-05-04
709;1521786910384918528;https://twitter.com/twitter/statuses/1521786910384918528;2022-05-04 09:40:47+00:00;BaliukIhor;False;Sydney, New South Wales;136;48;1098;7;0;[];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [0, 11]}, {'screen_name': 'ETHGlobal', 'name': 'ETHGlobal', 'id': 883476092832681984, 'id_str': '883476092832681984', 'indices': [12, 22]}];@OlympusDAO @ETHGlobal just do a refund and gg, I will forget about this nightmare garbage;just do a refund and gg I will forget about this nightmare garbage;[{'label': 'Negative', 'score': 0.8943066596984863}];Negative;0.8943066596984863;2022-05-04
699;1521804312057638912;https://twitter.com/twitter/statuses/1521804312057638912;2022-05-04 10:49:56+00:00;dafearless3;False;Youtube;2286;1190;7382;362;59;[];recent;[{'screen_name': 'lafachief', 'name': 'µ Lafa µ', 'id': 795931623229419520, 'id_str': '795931623229419520', 'indices': [0, 10]}, {'screen_name': 'DeusDao', 'name': 'DEUS Finance DAO', 'id': 1307074447560634370, 'id_str': '1307074447560634370', 'indices': [26, 34]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [35, 46]}];"@lafachief my meme video 
@DeusDao @OlympusDAO 

$DEUS $OHM https://t.co/vuCCdjYrBN";my meme video $DEUS $OHM https://t.co/vuCCdjYrBN;[{'label': 'Neutral', 'score': 0.7113673090934753}];Neutral;0.7113673090934753;2022-05-04
501;1522211507051720704;https://twitter.com/twitter/statuses/1522211507051720704;2022-05-05 13:47:59+00:00;GodsOfOHMNFT;False;Olympus;130;169;265;19;3;[];recent;[];"GUESS THE GOD.. Apollo ⚡️

Apollo, the God of Truth and Prophecy communicated with Ohmies his knowledge of the upco… https://t.co/XRLv9LunJ2";GUESS THE GOD. Apollo ⚡️ Apollo the God of Truth and Prophecy communicated with Ohmies his knowledge of the upco https://t.co/XRLv9LunJ2;[{'label': 'Neutral', 'score': 0.6991662383079529}];Neutral;0.6991662383079529;2022-05-05
516;1522197618641694720;https://twitter.com/twitter/statuses/1522197618641694720;2022-05-05 12:52:48+00:00;elev8orsDAO;False;;1950;413;4237;7;0;[];recent;[{'screen_name': 'GCOdysseus', 'name': '🏛 Ωdysseus 🏛', 'id': 772169776609136640, 'id_str': '772169776609136640', 'indices': [0, 11]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [12, 23]}];@GCOdysseus @OlympusDAO Growing a treasury does nothing for bag holders, real value needs to flow back to them, fro… https://t.co/pMRhnr0azz;Growing a treasury does nothing for bag holders real value needs to flow back to them fro https://t.co/pMRhnr0azz;[{'label': 'Neutral', 'score': 0.507571280002594}];Neutral;0.507571280002594;2022-05-05
519;1522194061645463552;https://twitter.com/twitter/statuses/1522194061645463552;2022-05-05 12:38:39+00:00;Dionysus_Klima;False;;70;5096;317;15;0;[];recent;[{'screen_name': 'sy_zygy_', 'name': 'Sy Zygy', 'id': 1445450501353472005, 'id_str': '1445450501353472005', 'indices': [0, 9]}, {'screen_name': 'Asfi3333', 'name': 'Asfi (3,3)', 'id': 1505070068811505665, 'id_str': '1505070068811505665', 'indices': [10, 19]}, {'screen_name': 'KlimaDAO', 'name': 'KlimaDAO (🌳,🌳)', 'id': 1400139779480731651, 'id_str': '1400139779480731651', 'indices': [20, 29]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [30, 41]}];@sy_zygy_ @Asfi3333 @KlimaDAO @OlympusDAO Sy the Leakoooooooor :D;_zygy Sy the Leakoooooooor :D;[{'label': 'Positive', 'score': 0.9026621580123901}];Positive;0.9026621580123901;2022-05-05
567;1522123987228434432;https://twitter.com/twitter/statuses/1522123987228434432;2022-05-05 08:00:12+00:00;FantomHub;False;;337;15957;2080;30;17;[{'text': 'MultiChain', 'indices': [40, 51]}, {'text': 'GameFi', 'indices': [52, 59]}];recent;[{'screen_name': 'WarpBond', 'name': 'Warp.Game', 'id': 1468745083629490188, 'id_str': '1468745083629490188', 'indices': [25, 34]}];"https://t.co/XrzDv3XY0H

@WarpBond is a #MultiChain #GameFi project that features an all-encompassing ecosystem by… https://t.co/8ynhXm6GHl";https://t.co/XrzDv3XY0H is a #MultiChain #GameFi project that features an all-encompassing ecosystem by https://t.co/8ynhXm6GHl;[{'label': 'Positive', 'score': 0.5762993097305298}];Positive;0.5762993097305298;2022-05-05
550;1522164554209415168;https://twitter.com/twitter/statuses/1522164554209415168;2022-05-05 10:41:24+00:00;FairChanceInv;False;;7;649;24;33;16;[];recent;[{'screen_name': 'Crypto_Maximal', 'name': 'Crypto Maximalist.RED🔺| BAGMI 🐻', 'id': 1354116172678103042, 'id_str': '1354116172678103042', 'indices': [91, 106]}];"Do not be fooled, invest correctly! Passive income is a way to break free from all bonds!

@Crypto_Maximal… https://t.co/WOqBMGA4rK";Do not be fooled invest correctly Passive income is a way to break free from all bonds! _Maximal https://t.co/WOqBMGA4rK;[{'label': 'Positive', 'score': 0.5080924034118652}];Positive;0.5080924034118652;2022-05-05
588;1522034159849508864;https://twitter.com/twitter/statuses/1522034159849508864;2022-05-05 02:03:16+00:00;dr00shie;False;Texas;504;1524;2028;56;2;[];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [54, 65]}];"Nearly 90 days ago I laid the foundations for what an @OlympusDAO discord re-org would look like.

This week, as Co… https://t.co/2UcshvLOfr";Nearly 90 days ago I laid the foundations for what an discord re-org would look like. This week as Co https://t.co/2UcshvLOfr;[{'label': 'Neutral', 'score': 0.7624015212059021}];Neutral;0.7624015212059021;2022-05-05
555;1522161812296577024;https://twitter.com/twitter/statuses/1522161812296577024;2022-05-05 10:30:31+00:00;FantomHub;False;;337;15957;2080;22;4;[];recent;[{'screen_name': 'GtonCapital', 'name': 'GTON Capital | ⚜️𝔾ℂ', 'id': 1329679609944797184, 'id_str': '1329679609944797184', 'indices': [59, 71]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [73, 84]}, {'screen_name': 'FantohmDAO', 'name': 'Fantohm', 'id': 1453806582798618627, 'id_str': '1453806582798618627', 'indices': [86, 97]}];"GOVERNANCE TOKEN COMPARISON ON FANTOM OPERA

Let's compare @GtonCapital, @OlympusDAO, @FantohmDAO and… https://t.co/jgbXAhhwo9";GOVERNANCE TOKEN COMPARISON ON FANTOM OPERA Let's compare and https://t.co/jgbXAhhwo9;[{'label': 'Neutral', 'score': 0.8061175346374512}];Neutral;0.8061175346374512;2022-05-05
568;1522122252434649089;https://twitter.com/twitter/statuses/1522122252434649089;2022-05-05 07:53:19+00:00;sy_zygy_;False;In orbit 🚀;411;796;423;74;7;[];recent;[{'screen_name': 'Asfi3333', 'name': 'Asfi (3,3)', 'id': 1505070068811505665, 'id_str': '1505070068811505665', 'indices': [9, 18]}, {'screen_name': 'Dionysus_Klima', 'name': 'Dionysus', 'id': 1442423792978960398, 'id_str': '1442423792978960398', 'indices': [64, 79]}];Likewise @Asfi3333 -- we didn't really know each other but you, @Dionysus_Klima and I immediately jumped into a whi… https://t.co/2pdMVT5Xa2;Likewise - we didn't really know each other but you _Klima and I immediately jumped into a whi https://t.co/2pdMVT5Xa2;[{'label': 'Neutral', 'score': 0.7713033556938171}];Neutral;0.7713033556938171;2022-05-05
570;1522107348160061440;https://twitter.com/twitter/statuses/1522107348160061440;2022-05-05 06:54:05+00:00;RaidersDerude;False;;184;263;1960;7;0;[{'text': 'OlympusPro', 'indices': [55, 66]}];recent;[{'screen_name': 'crypto_raiders', 'name': 'Crypto Raiders', 'id': 1410499770372722691, 'id_str': '1410499770372722691', 'indices': [99, 114]}];I just received a 2.33% discount on $RAIDER thanks to  #OlympusPro bonds. Don't miss out on yours! @crypto_raiders,… https://t.co/YJdAAJl94B;I just received a 2.33 discount on $RAIDER thanks to #OlympusPro bonds Don't miss out on yours _raiders, https://t.co/YJdAAJl94B;[{'label': 'Positive', 'score': 0.9398990273475647}];Positive;0.9398990273475647;2022-05-05
562;1522150605149843457;https://twitter.com/twitter/statuses/1522150605149843457;2022-05-05 09:45:59+00:00;GCOdysseus;False;Gold Coast;1339;2251;17127;146;6;[];recent;[];I apologise to all $OHM-ies I hope the protocol pumps and is a success, there is a lot of hard work going on behind… https://t.co/V59sOGComT;I apologise to all $OHM-ies I hope the protocol pumps and is a success there is a lot of hard work going on behind https://t.co/V59sOGComT;[{'label': 'Positive', 'score': 0.41447725892066956}];Positive;0.41447725892066956;2022-05-05
409;1522289459793956865;https://twitter.com/twitter/statuses/1522289459793956865;2022-05-05 18:57:44+00:00;dr00shie;False;Texas;504;1524;2028;7;0;[];recent;[{'screen_name': 'GCOdysseus', 'name': '🏛 Ωdysseus 🏛', 'id': 772169776609136640, 'id_str': '772169776609136640', 'indices': [0, 11]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [12, 23]}];@GCOdysseus @OlympusDAO We love you bro! Hard work sees hard work - in time these things add up and good karma is repaid. Keep ya head up.;We love you bro Hard work sees hard work in time these things add up and good karma is repaid Keep ya head up.;[{'label': 'Positive', 'score': 0.9625276923179626}];Positive;0.9625276923179626;2022-05-05
408;1522289495202312193;https://twitter.com/twitter/statuses/1522289495202312193;2022-05-05 18:57:53+00:00;NileSwap;False;Trading on the Nile;6;4221;450;69;55;[];recent;[{'screen_name': 'HexathorProject', 'name': 'Hexathor', 'id': 1483876812371464192, 'id_str': '1483876812371464192', 'indices': [78, 94]}];"🔥Giveaway Time!

To celebrate their launch coming on the 7th May (14:00 UTC)

@HexathorProject is giving away one o… https://t.co/6SKNc26h2l";🔥Giveaway Time! To celebrate their launch coming on the 7th May (14:00 UTC) is giving away one o https://t.co/6SKNc26h2l;[{'label': 'Positive', 'score': 0.8574805855751038}];Positive;0.8574805855751038;2022-05-05
351;1522346251395551232;https://twitter.com/twitter/statuses/1522346251395551232;2022-05-05 22:43:24+00:00;korpi87;False;;562;14583;2250;12;0;[];recent;[];"1.  Real $OHM MC is only $282M

OHM Circulating Supply reported on Coingecko or Olympus DAO Dashboard (… https://t.co/4T9tZg8yiN";1 Real $OHM MC is only $282M OHM Circulating Supply reported on Coingecko or Olympus DAO Dashboard ( https://t.co/4T9tZg8yiN;[{'label': 'Neutral', 'score': 0.9001589417457581}];Neutral;0.9001589417457581;2022-05-05
469;1522221763719057408;https://twitter.com/twitter/statuses/1522221763719057408;2022-05-05 14:28:44+00:00;zeetientien;False;;238;1028;2906;18;1;[];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [17, 28]}];Insight into how @OlympusDAO policy team works. https://t.co/XxW4FUsKA3;Insight into how policy team works https://t.co/XxW4FUsKA3;[{'label': 'Neutral', 'score': 0.8817222714424133}];Neutral;0.8817222714424133;2022-05-05
458;1522232526483464193;https://twitter.com/twitter/statuses/1522232526483464193;2022-05-05 15:11:30+00:00;Akumasmind47;False;;200;27;147;25;3;[{'text': 'Ohmie', 'indices': [22, 28]}, {'text': 'OlympusDao', 'indices': [29, 40]}, {'text': 'Ohm', 'indices': [41, 45]}];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [51, 62]}];Happy CincOHM de Mayo #Ohmie #OlympusDao #Ohm #3,3 @OlympusDAO https://t.co/ijgqkPkvaB;Happy CincOHM de Mayo #Ohmie #OlympusDao #Ohm #3,3 https://t.co/ijgqkPkvaB;[{'label': 'Positive', 'score': 0.9651115536689758}];Positive;0.9651115536689758;2022-05-05
222;1522608515193450498;https://twitter.com/twitter/statuses/1522608515193450498;2022-05-06 16:05:33+00:00;WhaleStats;False;Whalechain;6;193320;4141;7;1;[{'text': 'ETH', 'indices': [76, 80]}];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [14, 25]}];"JUST IN: $OHM @OlympusDAO now on top 10 purchased tokens among 2000 biggest #ETH whales in the last 24hrs 🐳

We've… https://t.co/JpSTPPlxOr";JUST IN $OHM now on top 10 purchased tokens among 2000 biggest #ETH whales in the last 24hrs 🐳 We've https://t.co/JpSTPPlxOr;[{'label': 'Positive', 'score': 0.7497496008872986}];Positive;0.7497496008872986;2022-05-06
253;1522588259263655938;https://twitter.com/twitter/statuses/1522588259263655938;2022-05-06 14:45:03+00:00;bobanetwork;False;Layer 2;3281;359673;2722;11;0;[];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [44, 55]}];Ser, the market is bleeding... Don't worry, @OlympusDAO recently joined $BOBA and is participating through OolongSw… https://t.co/E1HW9dZSZ0;Ser the market is bleeding.. Don't worry recently joined $BOBA and is participating through OolongSw https://t.co/E1HW9dZSZ0;[{'label': 'Neutral', 'score': 0.6632756590843201}];Neutral;0.6632756590843201;2022-05-06
209;1522619333792321537;https://twitter.com/twitter/statuses/1522619333792321537;2022-05-06 16:48:32+00:00;MetricsDAO;False;;172;3314;359;24;3;[];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [19, 30]}];"We've launched new @OlympusDAO bounties today! Ω

👩‍🎓 2 beginner, 2 intermediate and 1 advanced level.

⏰ Due next… https://t.co/UcFPdAlD4x";We've launched new bounties today Ω 👩‍ 2 beginner 2 intermediate and 1 advanced level. Due next https://t.co/UcFPdAlD4x;[{'label': 'Neutral', 'score': 0.5724034309387207}];Neutral;0.5724034309387207;2022-05-06
342;1522372874794790912;https://twitter.com/twitter/statuses/1522372874794790912;2022-05-06 00:29:12+00:00;Lost_In_Defi1;False;;360;139;491;8;2;[];recent;[{'screen_name': 'LobisHQ', 'name': 'Lobis', 'id': 1459255972568969221, 'id_str': '1459255972568969221', 'indices': [24, 32]}];For posterity’s sake... @LobisHQ just shut down the discord with $1.6m still left in the claiming contract after tr… https://t.co/UppCljNizQ;For posterity’s sake.. just shut down the discord with $1.6m still left in the claiming contract after tr https://t.co/UppCljNizQ;[{'label': 'Negative', 'score': 0.7092137932777405}];Negative;0.7092137932777405;2022-05-06
337;1522385174859763712;https://twitter.com/twitter/statuses/1522385174859763712;2022-05-06 01:18:04+00:00;quasicypher1;False;;727;3460;3165;7;0;[];recent;[{'screen_name': 'Lost_In_Defi1', 'name': 'Mr.E_Lost in Defi', 'id': 1471658103246442499, 'id_str': '1471658103246442499', 'indices': [0, 14]}, {'screen_name': 'LobisHQ', 'name': 'Lobis', 'id': 1459255972568969221, 'id_str': '1459255972568969221', 'indices': [15, 23]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [24, 35]}];"@Lost_In_Defi1 @LobisHQ @OlympusDAO Just because it was a ""SubDAO"" of Olympus does not mean that Olympus controls the actions of others";"_In_Defi1 Just because it was a ""SubDAO of Olympus does not mean that Olympus controls the actions of others";[{'label': 'Neutral', 'score': 0.6638889312744141}];Neutral;0.6638889312744141;2022-05-06
329;1522415104259674114;https://twitter.com/twitter/statuses/1522415104259674114;2022-05-06 03:17:00+00:00;quasicypher1;False;;727;3460;3165;67;3;[];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [5, 16]}];"With @OlympusDAO treasury doing buy backs via inverse bonds, let's do some simple math

Who has more capital.. the treasury or the market?";With treasury doing buy backs via inverse bonds let's do some simple math Who has more capital. the treasury or the market?;[{'label': 'Neutral', 'score': 0.905766487121582}];Neutral;0.905766487121582;2022-05-06
277;1522545146272919553;https://twitter.com/twitter/statuses/1522545146272919553;2022-05-06 11:53:45+00:00;zeetientien;False;;238;1028;2906;50;2;[];recent;[{'screen_name': 'sh4dowlegend', 'name': 'shadow', 'id': 1379714116038885377, 'id_str': '1379714116038885377', 'indices': [3, 16]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [40, 51]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [87, 98]}];"As @sh4dowlegend said last night:

""The @OlympusDAO Treasury isn't going anywhere.
The @OlympusDAO team isn't going… https://t.co/BTxHc0cLdy";"As said last night: ""The Treasury isn't going anywhere. The team isn't going https://t.co/BTxHc0cLdy";[{'label': 'Neutral', 'score': 0.7456610798835754}];Neutral;0.7456610798835754;2022-05-06
