;id;url;created_at;username;verified;location;following;followers;total_tweets;favorite_count;retweet_count;hashtags;tweet_type;mentions;raw_text;text;sentiment_roberta;score_roberta
17;1523346886014345218;https://twitter.com/twitter/statuses/1523346886014345218;2022-05-08 16:59:34+00:00;Tamas__Nagy;False;Cumbria, United Kingdom;994;2682;1258;0;0;[];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [0, 11]}];@OlympusDAO Clearly most of you bought ohm because apr was so huge, didnt bother reading the whitepaper :));Clearly most of you bought ohm because apr was so huge didnt bother reading the whitepaper :));Neutral;0.4204491376876831
18;1523334740362743808;https://twitter.com/twitter/statuses/1523334740362743808;2022-05-08 16:11:18+00:00;lovixgirl;False;;238;27;754;0;0;[];recent;[{'screen_name': 'Abachi_io', 'name': 'Abachi', 'id': 1451417232961982466, 'id_str': '1451417232961982466', 'indices': [0, 10]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [11, 22]}];@Abachi_io @OlympusDAO wow cool;_io wow cool;Positive;0.923376739025116
19;1523329734628626432;https://twitter.com/twitter/statuses/1523329734628626432;2022-05-08 15:51:25+00:00;blakstarminting;False;;397;137;764;0;0;[];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [3, 14]}];If @OlympusDAO is not a ponzi why was I kicked of the discord server expressing my concern as an invested member. 🤔;If is not a ponzi why was I kicked of the discord server expressing my concern as an invested member 🤔;Negative;0.7115927338600159
20;1523329017146871808;https://twitter.com/twitter/statuses/1523329017146871808;2022-05-08 15:48:34+00:00;gelatodan;False;;274;212;362;0;2;[];recent;[{'screen_name': 'gelatonetwork', 'name': 'Gelato', 'id': 1182591601593454592, 'id_str': '1182591601593454592', 'indices': [3, 17]}, {'screen_name': 'itssarahamann', 'name': 'sarah', 'id': 536868408, 'id_str': '536868408', 'indices': [49, 63]}];"RT @gelatonetwork: Our developer advocate Sarah (@itssarahamann) is back with a fresh Gelato Sundae, and it's 𝙚𝙭𝙩𝙧𝙖 sweet...🍧

Featuring @O…";RT Our developer advocate Sarah ( is back with a fresh Gelato Sundae and it's 𝙚𝙭𝙩𝙧 sweet...🍧 Featuring …;Positive;0.9670301079750061
21;1523328883239628801;https://twitter.com/twitter/statuses/1523328883239628801;2022-05-08 15:48:02+00:00;gelatonetwork;False;;23;35465;1552;15;2;[];recent;[{'screen_name': 'itssarahamann', 'name': 'sarah', 'id': 536868408, 'id_str': '536868408', 'indices': [30, 44]}];"Our developer advocate Sarah (@itssarahamann) is back with a fresh Gelato Sundae, and it's 𝙚𝙭𝙩𝙧𝙖 sweet...🍧

Featuri… https://t.co/YtQPqdeJR9";Our developer advocate Sarah ( is back with a fresh Gelato Sundae and it's 𝙚𝙭𝙩𝙧 sweet...🍧 Featuri https://t.co/YtQPqdeJR9;Positive;0.9822560548782349
22;1523313631299260416;https://twitter.com/twitter/statuses/1523313631299260416;2022-05-08 14:47:26+00:00;RebaseTokens;False;Blockchain;1009;8036;13392;0;0;[{'text': 'ETH', 'indices': [37, 41]}];recent;[{'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [16, 27]}];"Olympus - $OHM (@OlympusDAO) update! #ETH

Price: $15.83
Price Change 24h: -7.2%
Volume 24h: $2,261,578.96
Fully Di… https://t.co/aZB2FE3rPH";Olympus $OHM ( update #ETH Price $15.83 Price Change 24h -7.2% Volume 24h $2,261,578.96 Fully Di https://t.co/aZB2FE3rPH;Neutral;0.8887393474578857
23;1523311395152052227;https://twitter.com/twitter/statuses/1523311395152052227;2022-05-08 14:38:33+00:00;28rubyrose;False;;23;16;306;0;3;[];recent;[{'screen_name': 'ordernchaos_fi', 'name': 'Order&Chaos', 'id': 1517384231609323520, 'id_str': '1517384231609323520', 'indices': [3, 18]}, {'screen_name': 'avalancheavax', 'name': 'Avalanche 🔺', 'id': 1055894724245155841, 'id_str': '1055894724245155841', 'indices': [72, 86]}, {'screen_name': 'zhusu', 'name': 'Zhu Su 🔺🌕', 'id': 79714172, 'id_str': '79714172', 'indices': [87, 93]}, {'screen_name': 'terra_money', 'name': 'Terra (UST) 🌍 Powered by LUNA 🌕', 'id': 1022028994772910086, 'id_str': '1022028994772910086', 'indices': [94, 106]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [107, 118]}, {'screen_name': 'fraxfinance', 'name': 'Frax Finance (¤, ¤) 🦇🔊', 'id': 1123761442824519682, 'id_str': '1123761442824519682', 'indices': [119, 131]}];"RT @ordernchaos_fi: Algorithmic stablecoin and Stableswap SOON™ --&gt; 
@avalancheavax @zhusu @terra_money @OlympusDAO @fraxfinance 👀👀 https:/…";RT _fi Algorithmic stablecoin and Stableswap SOON --&gt _money 👀 https:/…;Neutral;0.9073954820632935
24;1523307449242980352;https://twitter.com/twitter/statuses/1523307449242980352;2022-05-08 14:22:52+00:00;sravansaaga;False;Vilavoorkkal, India;329;10;365;0;3;[];recent;[{'screen_name': 'ordernchaos_fi', 'name': 'Order&Chaos', 'id': 1517384231609323520, 'id_str': '1517384231609323520', 'indices': [3, 18]}, {'screen_name': 'avalancheavax', 'name': 'Avalanche 🔺', 'id': 1055894724245155841, 'id_str': '1055894724245155841', 'indices': [72, 86]}, {'screen_name': 'zhusu', 'name': 'Zhu Su 🔺🌕', 'id': 79714172, 'id_str': '79714172', 'indices': [87, 93]}, {'screen_name': 'terra_money', 'name': 'Terra (UST) 🌍 Powered by LUNA 🌕', 'id': 1022028994772910086, 'id_str': '1022028994772910086', 'indices': [94, 106]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [107, 118]}, {'screen_name': 'fraxfinance', 'name': 'Frax Finance (¤, ¤) 🦇🔊', 'id': 1123761442824519682, 'id_str': '1123761442824519682', 'indices': [119, 131]}];"RT @ordernchaos_fi: Algorithmic stablecoin and Stableswap SOON™ --&gt; 
@avalancheavax @zhusu @terra_money @OlympusDAO @fraxfinance 👀👀 https:/…";RT _fi Algorithmic stablecoin and Stableswap SOON --&gt _money 👀 https:/…;Neutral;0.9073954820632935
25;1523283972607950849;https://twitter.com/twitter/statuses/1523283972607950849;2022-05-08 12:49:34+00:00;GodsOfOHMNFT;False;Olympus;130;168;265;1;0;[];recent;[{'screen_name': 'sirdaf', 'name': '█Sirdaf███', 'id': 296105765, 'id_str': '296105765', 'indices': [0, 7]}, {'screen_name': 'OdysseyOlympus', 'name': 'Odyssey', 'id': 1421940448768126979, 'id_str': '1421940448768126979', 'indices': [8, 23]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [24, 35]}];@sirdaf @OdysseyOlympus @OlympusDAO Zeus prefers sipping whiskey and listening to Thunderstruck ⚡🎶;Zeus prefers sipping whiskey and listening to Thunderstruck ⚡🎶;Neutral;0.6206466555595398
26;1523282746386583552;https://twitter.com/twitter/statuses/1523282746386583552;2022-05-08 12:44:42+00:00;3L3C70;False;;3097;3254;16768;0;0;[];recent;[{'screen_name': 'Mark11ETH', 'name': 'Shark11 |🦇,🔊|', 'id': 1329026108856045568, 'id_str': '1329026108856045568', 'indices': [0, 10]}, {'screen_name': 'dr00shie', 'name': 'dr00', 'id': 2192944657, 'id_str': '2192944657', 'indices': [11, 20]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [21, 32]}, {'screen_name': 'zeetientien', 'name': 'Z.klima|٣,٣|(🐻⛓)', 'id': 1421664599439466505, 'id_str': '1421664599439466505', 'indices': [33, 45]}];@Mark11ETH @dr00shie @OlympusDAO @zeetientien Both are absolute legends no doubt.;Both are absolute legends no doubt.;Positive;0.9589652419090271
27;1523282023871238144;https://twitter.com/twitter/statuses/1523282023871238144;2022-05-08 12:41:50+00:00;sirdaf;False;Eindhoven;1100;143;1107;1;0;[];recent;[{'screen_name': 'GodsOfOHMNFT', 'name': 'Gods Of OHM NFT', 'id': 1501827557783748608, 'id_str': '1501827557783748608', 'indices': [0, 13]}, {'screen_name': 'OdysseyOlympus', 'name': 'Odyssey', 'id': 1421940448768126979, 'id_str': '1421940448768126979', 'indices': [14, 29]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [30, 41]}];@GodsOfOHMNFT @OdysseyOlympus @OlympusDAO Ooh I missed that one!! Perhaps Dyonysos then giving us the alpha while sipping a glass of wine 🍷.;Ooh I missed that one! Perhaps Dyonysos then giving us the alpha while sipping a glass of wine 🍷.;Positive;0.5309033393859863
28;1523278122090700803;https://twitter.com/twitter/statuses/1523278122090700803;2022-05-08 12:26:20+00:00;GodsOfOHMNFT;False;Olympus;130;168;265;1;0;[];recent;[{'screen_name': 'sirdaf', 'name': '█Sirdaf███', 'id': 296105765, 'id_str': '296105765', 'indices': [0, 7]}, {'screen_name': 'OdysseyOlympus', 'name': 'Odyssey', 'id': 1421940448768126979, 'id_str': '1421940448768126979', 'indices': [8, 23]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [24, 35]}];@sirdaf @OdysseyOlympus @OlympusDAO Ser, we already had Hermes. He'll be on the way to you soon though with positiv… https://t.co/s5knQbNK1I;Ser we already had Hermes He'll be on the way to you soon though with positiv https://t.co/s5knQbNK1I;Positive;0.5646697878837585
29;1523264052817842177;https://twitter.com/twitter/statuses/1523264052817842177;2022-05-08 11:30:25+00:00;fadoportugal;False;;1185;421;21628;0;1;[];recent;[{'screen_name': 'callmemiya91', 'name': 'miya', 'id': 1511304648749043713, 'id_str': '1511304648749043713', 'indices': [3, 16]}];"RT @callmemiya91: Crypto News, April 15: North Korea Behind Ronin Hack and OlympusDAO Founder Doxxed
The Ronin hack has been tied to the No…";RT Crypto News April 15 North Korea Behind Ronin Hack and OlympusDAO Founder Doxxed The Ronin hack has been tied to the No…;Neutral;0.5521820783615112
30;1523262017783566336;https://twitter.com/twitter/statuses/1523262017783566336;2022-05-08 11:22:20+00:00;multieklavu;False;;4999;190;71839;0;0;[];recent;[{'screen_name': 'Abachi_io', 'name': 'Abachi', 'id': 1451417232961982466, 'id_str': '1451417232961982466', 'indices': [0, 10]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [11, 22]}];@Abachi_io @OlympusDAO Rare indeed so much;_io Rare indeed so much;Neutral;0.564105212688446
31;1523258942713139202;https://twitter.com/twitter/statuses/1523258942713139202;2022-05-08 11:10:07+00:00;Eman_Sulaeman93;False;Crypto World;950;343;17828;0;1;[{'text': 'FTM', 'indices': [72, 76]}];recent;[{'screen_name': 'WhaleStatsFTM', 'name': 'WhaleStats - the top 1000 Fantom richlist', 'id': 1435079049517228032, 'id_str': '1435079049517228032', 'indices': [3, 17]}, {'screen_name': 'FantomFDN', 'name': 'Fantom Foundation', 'id': 977020204071792641, 'id_str': '977020204071792641', 'indices': [106, 116]}];"RT @WhaleStatsFTM: 🏆 MOST USED smart contracts for the top 2000 biggest #FTM whales today

🥇 $FTM
🥈 $WFTM @FantomFDN
🥉 $USDC
4️⃣ $BTC
5️⃣ $…";RT MOST USED smart contracts for the top 2000 biggest #FTM whales today $FTM $WFTM $USDC 4️ $BTC 5️ $…;Neutral;0.8024433255195618
32;1523256666107838465;https://twitter.com/twitter/statuses/1523256666107838465;2022-05-08 11:01:04+00:00;WhaleStatsFTM;False;Whalestats.eth;1;7326;819;9;1;[{'text': 'FTM', 'indices': [53, 57]}];recent;[{'screen_name': 'FantomFDN', 'name': 'Fantom Foundation', 'id': 977020204071792641, 'id_str': '977020204071792641', 'indices': [87, 97]}];"🏆 MOST USED smart contracts for the top 2000 biggest #FTM whales today

🥇 $FTM
🥈 $WFTM @FantomFDN
🥉 $USDC
4️⃣ $BTC… https://t.co/MmE6EUNI1X";MOST USED smart contracts for the top 2000 biggest #FTM whales today $FTM $WFTM $USDC 4️ $BTC https://t.co/MmE6EUNI1X;Neutral;0.6220971941947937
33;1523252735088373760;https://twitter.com/twitter/statuses/1523252735088373760;2022-05-08 10:45:27+00:00;pufflovegurl;False;;1192;402;2933;0;0;[];recent;[{'screen_name': 'Abachi_io', 'name': 'Abachi', 'id': 1451417232961982466, 'id_str': '1451417232961982466', 'indices': [0, 10]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [11, 22]}];@Abachi_io @OlympusDAO Amazing! i hope this will be successful;_io Amazing i hope this will be successful;Positive;0.9850454926490784
34;1523244042372280321;https://twitter.com/twitter/statuses/1523244042372280321;2022-05-08 10:10:54+00:00;BitmexYachtClub;False;;9;2;34;0;0;[];recent;[{'screen_name': 'Coin98Insights', 'name': 'Coin98 Insights', 'id': 1413336283460431876, 'id_str': '1413336283460431876', 'indices': [0, 15]}, {'screen_name': 'NEARProtocol', 'name': 'NEAR Protocol', 'id': 1031949518609121280, 'id_str': '1031949518609121280', 'indices': [16, 29]}, {'screen_name': 'terra_money', 'name': 'Terra (UST) 🌍 Powered by LUNA 🌕', 'id': 1022028994772910086, 'id_str': '1022028994772910086', 'indices': [30, 42]}, {'screen_name': 'Uniswap', 'name': 'Uniswap Labs 🦄', 'id': 984188226826010624, 'id_str': '984188226826010624', 'indices': [43, 51]}, {'screen_name': '0xPolygon', 'name': 'Polygon - MATIC 💚', 'id': 914738730740715521, 'id_str': '914738730740715521', 'indices': [52, 62]}, {'screen_name': 'GuildOfGuardian', 'name': 'GuildOfGuardians', 'id': 1313438418202886145, 'id_str': '1313438418202886145', 'indices': [63, 79]}, {'screen_name': 'tns_money', 'name': 'Terra Name Service (TNS) 🌎', 'id': 1450066594080575490, 'id_str': '1450066594080575490', 'indices': [80, 90]}, {'screen_name': 'paraswap', 'name': 'ParaSwap', 'id': 1119329153814355973, 'id_str': '1119329153814355973', 'indices': [91, 100]}, {'screen_name': 'dfinity', 'name': 'DFINITY', 'id': 799071635231817729, 'id_str': '799071635231817729', 'indices': [101, 109]}, {'screen_name': 'OlympusDAO', 'name': 'OlympusDAO', 'id': 1353529215497469952, 'id_str': '1353529215497469952', 'indices': [110, 121]}, {'screen_name': 'Katana_HQ', 'name': 'Katana 🥷🏽', 'id': 1389062886262251521, 'id_str': '1389062886262251521', 'indices': [122, 132]}];@Coin98Insights @NEARProtocol @terra_money @Uniswap @0xPolygon @GuildOfGuardian @tns_money @paraswap @dfinity @OlympusDAO @Katana_HQ $bmex ⏰;_money _money _HQ $bmex ⏰;Neutral;0.8441209197044373
